0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.43179184,-0.5074707,0.00048660004,-0.6726104,0.2466934,-0.65048164,0.28225237,-0.41008642,-0.027501857,-0.018491386,-0.5206729,-0.63620836,0.74864864,0.6301427,0.7952406,-0.8012445,0.5408011,0.7918067,-0.513977,-0.25564417,-0.42259228,-0.6822489,0.8201545,0.7134073,-0.4620749,0.49634343,0.7389932,0.07870065,-0.44255757,0.5401874,-0.27437487,0.75307196
0.3156213,-0.4883328,0.1602813,-0.6099044,0.24795231,-0.6231525,0.13790278,-0.4484045,0.01899732,0.2060832,-0.47595233,-0.48868543,0.7274521,0.68042356,0.74042565,-0.78118646,0.46959573,0.7464264,-0.47089913,-0.1774423,-0.36378655,-0.6091443,0.6200172,0.6809676,-0.38743445,0.4654184,0.6683879,-0.065853305,-0.43986937,0.5541879,-0.26546347,0.7198184
0.30832148,-0.4842992,0.21460946,-0.5944873,0.258932,-0.5765056,0.06952017,-0.4613425,0.024556901,0.24354972,-0.49477148,-0.39658797,0.7020404,0.6946434,0.73575735,-0.7869988,0.3073449,0.7324284,-0.46117857,-0.17579998,-0.32333532,-0.5740089,0.46339005,0.6722343,-0.3461006,0.44489232,0.61709607,-0.16569164,-0.4574252,0.5722897,-0.22894876,0.6846616
0.32561848,-0.48793513,0.27897057,-0.56343406,0.26100284,-0.4962046,0.015120078,-0.46530986,0.04061164,0.30267736,-0.51294726,-0.32498088,0.6291542,0.69585466,0.7078884,-0.765948,0.088776164,0.70939136,-0.4171611,-0.17277943,-0.19694228,-0.54332876,0.22526315,0.6505222,-0.29179966,0.4303835,0.5579904,-0.25971606,-0.4302173,0.56269395,-0.21376406,0.66067797
0.32889047,-0.48048833,0.33964264,-0.5004675,0.3022239,-0.4644315,0.073721424,-0.4637835,0.07059354,0.36101124,-0.50358343,-0.28391582,0.6141268,0.7097097,0.6851204,-0.75111854,-0.027220197,0.68921286,-0.36883736,-0.13993476,-0.00096485217,-0.43634832,-0.09301249,0.6288381,-0.29490647,0.39096516,0.402751,-0.3060048,-0.4397839,0.56948966,-0.15092422,0.6205519
0.357431,-0.47664842,0.2675623,-0.57454056,0.26549065,-0.58931893,0.18211043,-0.44886422,0.078965254,0.24982665,-0.5121782,-0.46875516,0.6872392,0.6891476,0.7332033,-0.77844286,0.34198666,0.73868847,-0.4725374,-0.17168789,-0.3183769,-0.560904,0.43839034,0.66632175,-0.39255118,0.4501019,0.6210421,-0.1895523,-0.43754092,0.562759,-0.21146238,0.69444317
0.3686965,-0.47608596,0.28525025,-0.5380106,0.25601912,-0.53427756,0.10082451,-0.4368897,0.042135723,0.31611195,-0.5319481,-0.34536427,0.64285094,0.69123393,0.72752565,-0.77827376,0.14264889,0.7321027,-0.43586826,-0.17864922,-0.20538019,-0.5600882,0.36217928,0.6473956,-0.34341338,0.43100065,0.5730865,-0.27807167,-0.41179857,0.53966904,-0.23520644,0.69732887
0.38605398,-0.4840532,0.2486315,-0.58402944,0.24375206,-0.56565285,0.1444,-0.42770898,0.01723112,0.2562394,-0.54752904,-0.40030518,0.6950459,0.6813021,0.7626655,-0.80640554,0.2886153,0.76322114,-0.45773536,-0.23268056,-0.21650402,-0.61429083,0.64081997,0.67405844,-0.38113913,0.4543089,0.63485914,-0.26664034,-0.4177731,0.54051906,-0.2604301,0.7226619
0.4131969,-0.50505215,0.22698969,-0.6112547,0.24319507,-0.5525685,0.15070122,-0.42951664,0.026289042,0.21438512,-0.5563648,-0.47312856,0.6906255,0.6686006,0.7722481,-0.8065566,0.3122982,0.77308244,-0.47094062,-0.2502441,-0.27080792,-0.6351904,0.6993157,0.6866348,-0.38916832,0.4621781,0.6604122,-0.2598582,-0.42580128,0.54861116,-0.24654825,0.73810834
0.42012691,-0.5049944,0.21338074,-0.6178904,0.24775575,-0.54409146,0.1743452,-0.4240954,0.019903375,0.1875254,-0.55246043,-0.5121906,0.71669,0.6656169,0.77710503,-0.80677766,0.32514662,0.7735839,-0.45422646,-0.25544676,-0.26202378,-0.62761384,0.6890603,0.6871,-0.3985644,0.4556329,0.6507046,-0.2242759,-0.43179208,0.54465,-0.23017876,0.73711807
0.42004502,-0.50625014,0.0035775788,-0.67384064,0.24873528,-0.65775174,0.2921351,-0.41292828,-0.003468786,-0.021140307,-0.5186997,-0.6420284,0.7469402,0.629607,0.79020685,-0.8021715,0.5488594,0.7912537,-0.5171797,-0.24266598,-0.43509007,-0.6762928,0.8130295,0.71509653,-0.47214293,0.49910665,0.73932356,0.13840948,-0.44550553,0.54847014,-0.2705199,0.75484014
0.3598991,-0.47861862,0.029219203,-0.66122323,0.22837679,-0.6607946,0.20239964,-0.42112052,-0.022667488,0.11501332,-0.47692552,-0.6074484,0.7622949,0.65897214,0.7863953,-0.8019509,0.54164827,0.7886655,-0.5162682,-0.23096552,-0.4052063,-0.6821621,0.82619625,0.7111113,-0.44449666,0.49063206,0.74078304,-0.031582717,-0.4263657,0.5289065,-0.29304543,0.75546724
