0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.22933145,-0.6096761,0.48144275,0.49026766,-0.4218712,0.064965785,-0.40514883,0.5988151,-0.28200024,0.5452817,-0.467229,0.5923819,-0.64217824,0.49009684,0.22706248,-0.2830014,-0.5560531,0.44014433,0.17200966,-0.04130013,0.7050293,-0.076932184,-0.3479597,-0.027900362,0.07578665,0.09254496,-0.03406725,-0.35823926,0.084791414,-0.45588607,-0.42098105,0.54355085
-0.2312866,-0.61009216,0.48133495,0.48973593,-0.4223498,0.065564856,-0.40500388,0.5984077,-0.28288266,0.5447706,-0.46480185,0.5920444,-0.6411066,0.48468316,0.22236857,-0.27586347,-0.5536188,0.43932512,0.17161909,-0.037451465,0.7032965,-0.076420866,-0.34385076,-0.029250313,0.07787361,0.09158934,-0.030564666,-0.33642983,0.086599365,-0.45565155,-0.42060506,0.54140866
-0.23213984,-0.60832,0.47936913,0.4898412,-0.41805917,0.06552371,-0.40406033,0.59726334,-0.28329957,0.5430994,-0.46501902,0.592449,-0.6413435,0.48605236,0.22724758,-0.2827917,-0.5544956,0.44076696,0.17182395,-0.041675508,0.7037297,-0.07555963,-0.3443837,-0.02553491,0.07598989,0.091058336,-0.03170758,-0.33321267,0.08402809,-0.4546399,-0.42100045,0.54179794
-0.24899091,-0.6143095,0.48543277,0.48685256,-0.44082344,0.052946836,-0.4035071,0.59675175,-0.2848,0.5406976,-0.45229065,0.59064233,-0.6316619,0.44588616,0.18688546,-0.23214872,-0.5386281,0.4326964,0.17418134,-0.0028341587,0.6921313,-0.044834383,-0.323151,-0.049929958,0.07714891,0.08256076,-0.0116046,-0.17205346,0.099952236,-0.45931008,-0.4201254,0.5272661
-0.25010172,-0.6126786,0.48204646,0.48876742,-0.43691054,0.057866454,-0.40347403,0.5967922,-0.28576133,0.5411991,-0.4561689,0.59372777,-0.63353646,0.45610183,0.19435234,-0.24258015,-0.5416515,0.4345738,0.17251231,-0.0148846,0.69427884,-0.063992865,-0.32622546,-0.041074444,0.081212714,0.0870975,-0.01304597,-0.22120987,0.09579229,-0.45749876,-0.4210647,0.5337793
-0.23466809,-0.6090147,0.48045504,0.48916683,-0.42166004,0.065724425,-0.4043157,0.59757525,-0.2839115,0.54293424,-0.4625602,0.5922242,-0.63937753,0.4797273,0.22061197,-0.27601752,-0.55225635,0.43889374,0.17276736,-0.036751408,0.7022309,-0.07164182,-0.3413639,-0.02924521,0.07833489,0.08992287,-0.028833974,-0.30759785,0.086865634,-0.45528853,-0.4208225,0.5390284
-0.2388947,-0.6118056,0.48406416,0.4880077,-0.43125647,0.060011525,-0.40458652,0.59801424,-0.2832781,0.5426415,-0.4589338,0.5905522,-0.636445,0.46670097,0.20707357,-0.2586004,-0.5474688,0.43575788,0.17421871,-0.022128172,0.6987245,-0.054923832,-0.33539474,-0.04117421,0.07695611,0.08603467,-0.023333097,-0.2569208,0.0936182,-0.4579937,-0.4203636,0.53273904
-0.24454822,-0.61528695,0.48897955,0.48621276,-0.44103467,0.050686166,-0.4041663,0.59777117,-0.28284281,0.5405773,-0.45434007,0.5888504,-0.63217425,0.44848838,0.19394875,-0.24544176,-0.5424882,0.4325594,0.17802358,-0.0049512126,0.6948212,-0.025775928,-0.3297163,-0.054667942,0.07106457,0.07969193,-0.018550951,-0.17178614,0.099703975,-0.4611129,-0.42047697,0.5243898
-0.24014066,-0.6133836,0.4862281,0.48813647,-0.43185934,0.0572731,-0.40427768,0.5978635,-0.2836387,0.5418473,-0.4596925,0.5911085,-0.6364528,0.46590528,0.20895606,-0.26313016,-0.54773563,0.43655223,0.17598823,-0.021797514,0.6989711,-0.05063861,-0.33661678,-0.040486515,0.07371712,0.08612693,-0.024099879,-0.24559927,0.09134195,-0.45879307,-0.42115554,0.53433
-0.24314451,-0.6148788,0.48890013,0.4859308,-0.44010398,0.052530315,-0.40458748,0.5979054,-0.28299144,0.54097337,-0.453488,0.5881968,-0.6323838,0.44858563,0.19359611,-0.24472195,-0.5423801,0.43222353,0.17781918,-0.0050271424,0.6948955,-0.02802501,-0.32939443,-0.054456074,0.07286167,0.0797462,-0.018749444,-0.17280802,0.10005844,-0.46066582,-0.4200775,0.5236278
