0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.1529659,-0.4832151,-0.58326524,-0.3238591,-0.7893814,-0.48622802,0.5934496,0.5621023,0.26713037,-0.6780729,-0.124121085,-0.3678041,0.10522971,-0.5532673,-0.41465136,0.47059163,-0.3378086,-0.5680728,-0.74439925,0.6233152,-0.59405357,0.31398204,-0.37388363,-0.62468714,-0.5473095,-0.46280384,-0.17829706,0.56981254,0.8165498,-0.7375987,0.47949222,-0.59607136
0.14833312,-0.4884856,-0.5830758,-0.32916227,-0.78828084,-0.49041766,0.5962342,0.55802655,0.25759947,-0.6721017,-0.12748398,-0.36698908,0.12482331,-0.5545583,-0.40620455,0.47788596,-0.33276471,-0.5691864,-0.74575883,0.6236062,-0.59528446,0.3121548,-0.37270945,-0.62361395,-0.54830474,-0.4633356,-0.18489899,0.56502295,0.8175311,-0.73860127,0.47928444,-0.59730893
0.14236444,-0.4953538,-0.58054125,-0.33052313,-0.78940034,-0.49029773,0.5960415,0.5584059,0.25010818,-0.669954,-0.12767485,-0.36326316,0.13062163,-0.5569134,-0.40129235,0.48003462,-0.3342594,-0.56792223,-0.74520594,0.62388796,-0.59744835,0.3115279,-0.37483507,-0.62221766,-0.54749894,-0.46298003,-0.18933617,0.5643346,0.81817687,-0.73986787,0.4787927,-0.59994686
0.14114965,-0.49642107,-0.5797772,-0.33078828,-0.78957003,-0.4898896,0.5958146,0.5582961,0.24849315,-0.66916937,-0.1262923,-0.36244494,0.13222787,-0.55708444,-0.39999965,0.48005712,-0.33491394,-0.56743485,-0.7447306,0.6238772,-0.59756124,0.31138143,-0.37507132,-0.6216435,-0.5471488,-0.46276492,-0.19016923,0.56416506,0.8181596,-0.73985636,0.4785747,-0.6000619
0.14029567,-0.4980862,-0.57938594,-0.33019027,-0.7900516,-0.48962268,0.5954621,0.5592334,0.24775016,-0.669682,-0.12828238,-0.36157838,0.13002703,-0.5576485,-0.4006446,0.48021317,-0.33570838,-0.56745124,-0.74466634,0.62385786,-0.59831494,0.31148037,-0.37584138,-0.62170905,-0.54700863,-0.46259585,-0.19004832,0.56484985,0.818261,-0.7403148,0.4784411,-0.6011421
0.14032444,-0.49832454,-0.57914406,-0.32999423,-0.7901527,-0.4892543,0.59510475,0.5596199,0.24793626,-0.67002004,-0.12762944,-0.36143345,0.12941526,-0.55774325,-0.40106797,0.4797685,-0.33607024,-0.56732345,-0.7444553,0.62376684,-0.59834355,0.31171238,-0.37620923,-0.6216771,-0.54684585,-0.46233797,-0.18945958,0.56527436,0.8181323,-0.74030524,0.47831565,-0.60132855
0.14069915,-0.4984311,-0.5789438,-0.3290214,-0.7903136,-0.4889707,0.5946114,0.56039804,0.24889249,-0.67084396,-0.1284543,-0.36159354,0.12634805,-0.55759114,-0.4024001,0.47897065,-0.33623222,-0.56738627,-0.744302,0.6236189,-0.5983386,0.31226286,-0.37654114,-0.6219149,-0.54678184,-0.46215287,-0.1881738,0.56635046,0.8178647,-0.7402671,0.47821224,-0.60157156
0.1422178,-0.49606434,-0.5807466,-0.3291058,-0.78977,-0.48925975,0.594616,0.55956095,0.25047645,-0.670655,-0.12575388,-0.36293536,0.12744598,-0.556594,-0.40304974,0.47820204,-0.33433554,-0.5678341,-0.7442933,0.6234592,-0.5971711,0.312659,-0.37565303,-0.62208295,-0.5469899,-0.46213603,-0.18696871,0.56632054,0.8174522,-0.7396406,0.47815824,-0.6004772
0.1429236,-0.4942634,-0.581682,-0.3302248,-0.78919977,-0.4902922,0.59571403,0.55818087,0.2507693,-0.66987604,-0.12589136,-0.36384666,0.1306981,-0.55630887,-0.40184876,0.4792183,-0.3332301,-0.56814873,-0.7449636,0.62370104,-0.59677356,0.3120449,-0.37452373,-0.62223506,-0.54743993,-0.4628628,-0.18811095,0.56482,0.8177404,-0.73942155,0.4786005,-0.5995271
0.1410839,-0.49822718,-0.5796864,-0.329025,-0.79019964,-0.4889282,0.59437877,0.56040365,0.24918321,-0.6710063,-0.12782188,-0.3617061,0.1261915,-0.55746377,-0.40316328,0.47872093,-0.33572736,-0.56767774,-0.7443091,0.62347144,-0.59817654,0.31246692,-0.37664375,-0.6219955,-0.54680693,-0.46194372,-0.18749245,0.56652546,0.8177173,-0.74021465,0.4780745,-0.6016489
