0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
-0.13387741,-0.5732335,0.46671158,0.4675793,-0.3554679,0.0871445,-0.4041728,0.5979732,-0.24031854,0.5549278,-0.46651176,0.54824924,-0.64178795,0.5395919,0.26097646,-0.31854996,-0.5786593,0.43150666,0.16818807,-0.069969095,0.7162294,-0.0039111273,-0.38196,-0.10420852,0.06023908,0.062022816,-0.094915345,-0.4742922,0.10678773,-0.43196496,-0.3874612,0.47907344
-0.14693922,-0.5726968,0.45917508,0.4754378,-0.35952443,0.0936439,-0.40840906,0.5975348,-0.2548387,0.55445963,-0.47050932,0.56008834,-0.64785445,0.5469864,0.27150893,-0.3414318,-0.5821629,0.43542567,0.16764708,-0.08521101,0.72273713,-0.053297218,-0.38323417,-0.06747175,0.07629317,0.07182338,-0.09470842,-0.47487295,0.10378266,-0.42763102,-0.39767498,0.4952676
-0.14685762,-0.57050145,0.45655772,0.47494325,-0.3536722,0.09692676,-0.40803057,0.5956435,-0.2549477,0.5534493,-0.47075126,0.5601523,-0.64734256,0.54983246,0.27514464,-0.34870926,-0.5831351,0.43565068,0.16853032,-0.09279206,0.7231187,-0.06042114,-0.38473582,-0.062069535,0.07965127,0.07264526,-0.09784977,-0.47305372,0.10077869,-0.4219758,-0.39731634,0.4950498
-0.14719895,-0.56730723,0.45099485,0.47508857,-0.33959123,0.103886224,-0.40642926,0.5916516,-0.25634307,0.5513298,-0.47227502,0.5628006,-0.6474549,0.55619586,0.28383255,-0.36814958,-0.5853578,0.4377845,0.1683129,-0.10754165,0.7240959,-0.08090608,-0.38767594,-0.045029927,0.08506756,0.0763142,-0.101597466,-0.47023013,0.09278396,-0.40953913,-0.39756945,0.5013026
-0.14426303,-0.5670965,0.45055676,0.47521716,-0.33891064,0.1055439,-0.40640125,0.59255505,-0.25559002,0.5527638,-0.4721757,0.56275463,-0.6485926,0.55747014,0.28371722,-0.36884874,-0.5856996,0.43808526,0.16631812,-0.10639912,0.72471833,-0.083498135,-0.38772523,-0.046250343,0.085285544,0.076560035,-0.101499274,-0.47158465,0.09361285,-0.40957248,-0.39666972,0.5025338
-0.14428021,-0.5671696,0.45143148,0.4747691,-0.34149638,0.10399896,-0.40664214,0.5932805,-0.25486892,0.55261564,-0.47150528,0.5612486,-0.6482432,0.55524045,0.28112915,-0.36221272,-0.585117,0.43696892,0.16724546,-0.10365104,0.7241636,-0.07483513,-0.386983,-0.05380623,0.08410406,0.074164785,-0.100899756,-0.47070634,0.0965224,-0.41258022,-0.39630792,0.4985353
-0.14243902,-0.5663143,0.45101172,0.4740709,-0.34098577,0.10516649,-0.40682322,0.59340256,-0.2540752,0.55322796,-0.47112873,0.56012374,-0.6478453,0.5561259,0.28124008,-0.36265862,-0.5853716,0.4363856,0.16716798,-0.10478207,0.7244182,-0.07497732,-0.38719037,-0.05528206,0.085165195,0.07384071,-0.10232465,-0.47112644,0.09724052,-0.4114344,-0.39510566,0.49634075
-0.14076751,-0.5650606,0.44954294,0.47352758,-0.3370285,0.10789047,-0.40662333,0.5924256,-0.25350332,0.5531733,-0.47107288,0.55949605,-0.6478476,0.5576028,0.28222552,-0.36572018,-0.58584225,0.4360866,0.1675172,-0.1080795,0.7245545,-0.078724824,-0.38805404,-0.05479722,0.087873615,0.07347748,-0.10408959,-0.47024,0.0964309,-0.4076186,-0.39419222,0.4954669
-0.14366284,-0.56666696,0.45052886,0.4747894,-0.3394938,0.10559219,-0.40660402,0.5927388,-0.25510064,0.5527819,-0.47184426,0.56170434,-0.64816886,0.55711156,0.28303632,-0.36701167,-0.58566874,0.4375048,0.1667654,-0.10624804,0.72461087,-0.08078475,-0.38766754,-0.049503908,0.0858368,0.07570666,-0.10198813,-0.47122383,0.09512881,-0.4098975,-0.39601496,0.49995187
-0.14343433,-0.56756425,0.45230067,0.47457656,-0.34417716,0.10367794,-0.40706125,0.5942795,-0.25450152,0.55355805,-0.47114593,0.5605325,-0.6481888,0.5548236,0.27984738,-0.35977027,-0.5848702,0.43655774,0.1668704,-0.10168082,0.7242349,-0.07281534,-0.38642532,-0.056472495,0.08402151,0.07393593,-0.10065392,-0.47232816,0.09808674,-0.41437176,-0.3957088,0.49741033
