0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.064641304,-0.35832113,0.4385172,-0.31230363,0.6502731,-0.4651373,-0.014686871,-0.52819896,0.094811246,0.32389528,0.0029396173,-0.20362395,0.6075241,-0.7053715,0.5069866,-0.6665646,0.3028254,0.20279065,0.6077351,0.040392343,-0.38646623,0.49481484,-0.6288963,-0.5737309,-0.25377637,-0.14801407,-0.6109698,0.014471343,-0.6632216,0.658063,0.5024526,-0.6804909
0.080018274,-0.38485998,0.4515135,-0.3388474,0.63439053,-0.4482613,0.0034959603,-0.51327115,0.07689826,0.30348545,-0.116513774,-0.23688912,0.61597174,-0.66768366,0.5439843,-0.6979587,0.26003477,0.2606665,0.60558224,-0.01853604,-0.40402082,0.499769,-0.64187324,-0.5750747,-0.2978922,-0.13028471,-0.6117011,0.079450645,-0.6463194,0.65339357,0.5007335,-0.69301575
0.10001494,-0.35079396,0.43795675,-0.32872784,0.6427634,-0.47182745,0.114387326,-0.54427224,0.19198246,0.29761553,-0.06763181,-0.24936467,0.5670258,-0.6750221,0.508804,-0.6688254,0.39492026,0.22229747,0.5934138,-0.075719126,-0.37862957,0.4654457,-0.61273587,-0.6105373,-0.31996527,-0.15876997,-0.6233114,-0.09795905,-0.6963225,0.6738101,0.5168609,-0.66350144
0.083237804,-0.32234225,0.4287622,-0.30161953,0.6261263,-0.5132908,0.2129269,-0.49547416,0.14296466,0.26883343,-0.04253022,-0.24721408,0.61129063,-0.6820577,0.5290379,-0.6613117,0.3862023,0.27972203,0.58967,0.05203136,-0.430878,0.47843164,-0.5793406,-0.5900138,-0.3407539,-0.11152602,-0.5981074,0.028267423,-0.65460896,0.6469011,0.4992346,-0.6306549
0.08084103,-0.34477848,0.43284807,-0.3206897,0.6363476,-0.5035693,0.089620784,-0.5117714,0.10142308,0.31890643,-0.09066395,-0.22455435,0.63695276,-0.6840804,0.54604286,-0.694139,0.3150951,0.29709235,0.5805995,0.045527294,-0.42846823,0.48970914,-0.61877704,-0.5812728,-0.3293008,-0.10967447,-0.60121626,0.010980041,-0.65053517,0.6568145,0.49548426,-0.6711874
0.10854932,-0.33427212,0.41986075,-0.37319958,0.6536773,-0.56251746,0.36927077,-0.5127543,0.21197614,0.095466055,-0.044344857,-0.30376887,0.5813376,-0.7017018,0.54123735,-0.6684231,0.49467948,0.16284056,0.5433403,0.041998822,-0.45051858,0.49880904,-0.5097357,-0.6274291,-0.4138063,-0.17062606,-0.6225982,0.06921358,-0.70393044,0.66567296,0.52668214,-0.6598493
0.06490508,-0.3277745,0.41905463,-0.3304086,0.632423,-0.54199654,0.3097815,-0.46110764,0.107994005,0.22014402,0.118244715,-0.27659956,0.60779536,-0.67080265,0.5581187,-0.6649557,0.44141153,0.23655671,0.57082397,0.15453213,-0.4123355,0.49020034,-0.55584633,-0.56989974,-0.367162,-0.10098106,-0.5871617,0.16522318,-0.6451886,0.61672974,0.4823556,-0.6292936
0.08554419,-0.32445613,0.38770396,-0.35240746,0.63999045,-0.54126704,0.24113317,-0.49342954,0.118556455,0.23711036,0.07981732,-0.26183692,0.61741567,-0.6914982,0.55309814,-0.671934,0.42284077,0.21075359,0.5317633,0.11729868,-0.43562055,0.49681395,-0.59321034,-0.5788918,-0.3507414,-0.12598124,-0.59433043,0.075972684,-0.6625563,0.63977736,0.4913618,-0.6538719
0.07006653,-0.3352508,0.41647086,-0.3462821,0.6050917,-0.5549428,0.2958825,-0.43427658,0.082442306,0.24108368,0.007474502,-0.28560296,0.64742523,-0.645249,0.5936023,-0.7092144,0.42729434,0.3536911,0.5176755,0.12056239,-0.4363424,0.4962491,-0.5548454,-0.56697935,-0.3920601,-0.056603648,-0.5619587,0.15603374,-0.6169042,0.60538447,0.46396953,-0.616107
0.07761596,-0.3035465,0.3623933,-0.3597039,0.64495486,-0.55407035,0.37858978,-0.46867624,0.1518719,0.14821531,0.147653,-0.29232687,0.5790395,-0.6832934,0.5476253,-0.63783604,0.46836802,0.13641556,0.52321595,0.18023936,-0.42685246,0.48952505,-0.5218573,-0.5670208,-0.38884002,-0.15114398,-0.5865587,0.16246375,-0.6748185,0.62801975,0.49661222,-0.6340502
