0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-0.22878602,-0.63489395,0.5910352,-0.39643684,0.4776393,-0.28478262,-0.1679434,-0.70138246,-0.24455957,0.6402872,-0.36277515,-0.11854891,0.6980547,0.6890174,-0.5725423,-0.32233608,-0.55742997,0.41786945,-0.5902845,-0.55252117,-0.60589874,0.5979157,-0.16709249,-0.57953167,0.35214573
-0.28613096,-0.6295632,0.54573154,-0.43345666,0.47631207,-0.2572176,-0.21473658,-0.6736117,-0.35850576,0.6342368,-0.34251848,-0.17912173,0.6661189,0.709814,-0.56463313,-0.3184019,-0.53071547,0.40011978,-0.5881301,-0.57738936,-0.5915906,0.5911641,-0.31943092,-0.5279615,0.29297325
-0.1235824,-0.74845344,0.6356855,-0.45817244,0.71405613,-0.3428204,0.072384365,-0.72050565,-0.3421389,0.70079494,-0.38257074,-0.2945978,0.7675091,0.7732589,-0.58511126,-0.436635,-0.60006297,0.5913483,-0.6397888,-0.6769634,-0.68751025,0.65443575,-0.5899914,-0.7164058,0.46712425
-0.23872201,-0.7507114,0.6621706,-0.63461494,0.76274,-0.3358016,-0.30976686,-0.70414525,-0.6483812,0.7457818,-0.32253417,-0.43137294,0.73808396,0.781967,-0.5992447,-0.4549293,-0.57697904,0.59245676,-0.68900174,-0.6720297,-0.65713555,0.69309926,-0.66078657,-0.67856187,0.18524228
-0.1837557,-0.74658555,0.6789375,-0.6020065,0.75897497,-0.33932775,-0.2452199,-0.71780854,-0.6314691,0.7365473,-0.34481373,-0.39309046,0.7596631,0.7957821,-0.5959772,-0.4496109,-0.5899283,0.59246486,-0.6742946,-0.68944657,-0.6694132,0.6793241,-0.66354704,-0.702767,0.26841262
-0.06964413,-0.77678555,0.6208164,-0.63717794,0.7807796,-0.36646152,-0.003940391,-0.66952354,-0.6077293,0.7742214,-0.3169742,-0.33285478,0.7509694,0.7243756,-0.60412973,-0.4941755,-0.5675408,0.65000516,-0.70555305,-0.65194994,-0.66462296,0.7044605,-0.5956847,-0.6736711,0.35778207
-0.081514716,-0.761972,0.72465074,-0.637884,0.7788578,-0.34094492,-0.31747463,-0.70552295,-0.64086676,0.7587987,-0.36436906,-0.35167226,0.7837216,0.8171254,-0.6053066,-0.45901024,-0.5988098,0.6180693,-0.68981695,-0.7288655,-0.6821991,0.70643955,-0.656867,-0.72082394,0.13361132
-0.24019745,-0.71964103,0.7136811,-0.5624983,0.7402966,-0.28684756,-0.3391355,-0.72181237,-0.6249779,0.6914276,-0.35793358,-0.41771138,0.7418522,0.8147022,-0.5657469,-0.41594338,-0.5739335,0.5627922,-0.63404757,-0.70805955,-0.6825172,0.65213174,-0.6854098,-0.703245,0.12203718
-0.30955967,-0.70965123,0.68386614,-0.5121356,0.7007424,-0.26892668,-0.3249794,-0.7338736,-0.58936673,0.6693827,-0.35786176,-0.44070065,0.72758675,0.795221,-0.5530015,-0.40677536,-0.55974907,0.515186,-0.6205728,-0.6794834,-0.6770972,0.63199866,-0.679902,-0.67814577,0.29576585
-0.15545684,-0.7634773,0.6126627,-0.62602115,0.77351654,-0.35522142,-0.00013723632,-0.66403705,-0.6182758,0.7576532,-0.3050914,-0.361961,0.77531475,0.73371035,-0.6043796,-0.46872583,-0.56534845,0.64019597,-0.6806568,-0.61964804,-0.6647556,0.69550705,-0.6028961,-0.66968143,0.43528682
