0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-0.77324545,-0.059984453,0.39976674,-0.58924884,-0.05150628,-0.040228534,-0.6141168,-0.7390553,-0.69717836,-0.4302111,-0.1386639,-0.7203751,-0.5448873,-0.64275473,-0.39180568,-0.14668006,-0.21491095,-0.27202672,0.21200243,0.740731,-0.34506893,0.55697113,-0.76362175,0.34092253,-0.7267987
-0.763393,-0.11990008,0.38381147,-0.5865921,0.035178233,-0.08870411,-0.611295,-0.762784,-0.72697455,-0.48064113,-0.21320917,-0.72334397,-0.606938,-0.65614736,-0.40749347,-0.18154266,-0.28164724,-0.2880186,0.28566596,0.7552975,-0.37365985,0.5664197,-0.789274,0.36230144,-0.7430964
-0.747094,-0.11330266,0.37664488,-0.5429323,-0.07515713,-0.05235563,-0.57835865,-0.7623536,-0.7092761,-0.38866132,-0.21723111,-0.72800714,-0.587487,-0.65404886,-0.40515697,-0.20462982,-0.1929378,-0.27830774,0.15287845,0.74525005,-0.37947422,0.53342736,-0.78935206,0.40057832,-0.69735247
-0.6987194,-0.09514169,0.42409244,-0.49523175,-0.09806033,-0.058566093,-0.5061274,-0.7554597,-0.6594305,-0.1881853,-0.22875442,-0.65973276,-0.38408384,-0.62902325,-0.4222513,-0.1904266,-0.180261,-0.20264025,-0.11682732,0.72168666,-0.36610338,0.51170653,-0.77118826,0.39303884,-0.6243349
-0.682842,0.006387364,0.408305,-0.47772774,-0.15113853,-0.079051755,-0.50512284,-0.75923604,-0.62613255,-0.084780484,-0.23557529,-0.66086847,-0.14519721,-0.63570637,-0.43593404,-0.17788531,-0.23481034,-0.19184709,-0.08634122,0.72013134,-0.37809932,0.5077078,-0.77232695,0.36195907,-0.62452257
-0.7469518,-0.10011438,0.37899178,-0.5628578,-0.079773046,-0.064358406,-0.59187055,-0.7623588,-0.6860409,-0.40768808,-0.21534911,-0.7008039,-0.5307044,-0.64817244,-0.40332526,-0.16251928,-0.21843404,-0.2666807,0.23473436,0.75133044,-0.35240293,0.54810494,-0.77275556,0.3865163,-0.70700926
-0.711,0.05693031,0.47952518,-0.54130495,-0.020211963,-0.06921081,-0.53394765,-0.73927605,-0.66308534,-0.2506321,-0.21815047,-0.63730884,-0.26139492,-0.63581073,-0.3994398,-0.14782843,-0.2578431,-0.20243645,0.13523051,0.72371,-0.37721068,0.5376352,-0.74468344,0.307409,-0.6588147
-0.7569634,0.0040633637,0.36180428,-0.5574378,-0.08802721,-0.058881767,-0.59438044,-0.7503769,-0.7184863,-0.30046967,-0.15729861,-0.75031906,-0.50758004,-0.6448723,-0.41860157,-0.20096876,-0.1853512,-0.24423347,0.1309872,0.7367265,-0.38100308,0.53227574,-0.7895636,0.3680726,-0.7142723
-0.7235521,-0.007873894,0.36109215,-0.50215775,-0.14203419,-0.04983709,-0.54031485,-0.75698084,-0.682209,-0.196863,-0.17099309,-0.71016186,-0.42858118,-0.64712906,-0.4303489,-0.20093767,-0.11346017,-0.23223881,-0.03042135,0.7269674,-0.38034278,0.5045886,-0.7831641,0.40540564,-0.6475121
-0.7683475,0.026289899,0.3942974,-0.57298315,-0.043701954,-0.06703521,-0.61285263,-0.75942487,-0.7381925,-0.37840328,-0.16226088,-0.76440555,-0.55886215,-0.65561956,-0.4236724,-0.21197958,-0.23768403,-0.29771572,0.21195203,0.74891275,-0.39317563,0.54107344,-0.7971247,0.35796565,-0.73128146
