0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.556247,-0.79507375,-0.44631732,0.708527,0.6391092,-0.6386586,0.7123229,-0.45972958,0.31452805,-0.812021,-0.43716463,0.332676,-0.77942955,0.20253618,0.68023103,-0.7792894,-0.5294662,0.6959751,0.7369241,-0.58338815,-0.34004804,-0.8304183,0.06633366,-0.72886384,0.75326437
0.5602305,-0.79512477,-0.46181187,0.70929694,0.6396477,-0.63980514,0.7146668,-0.45892686,0.31363136,-0.8131759,-0.4337035,0.32927167,-0.78047585,0.20642626,0.6813657,-0.7805049,-0.5279637,0.6957388,0.7376587,-0.58498925,-0.33942273,-0.83188385,0.060929295,-0.72997904,0.7554124
0.55950385,-0.79432935,-0.46372223,0.70822895,0.6388408,-0.6397643,0.71365017,-0.45870775,0.31368482,-0.81251186,-0.43265164,0.32865962,-0.779383,0.20710348,0.681058,-0.7797511,-0.5271773,0.6949805,0.7368743,-0.5847077,-0.33707756,-0.83127046,0.0626516,-0.7299204,0.75437003
0.55842125,-0.7940788,-0.46234867,0.70767856,0.6384764,-0.63970435,0.7128483,-0.45886567,0.3141456,-0.8121264,-0.433152,0.3290402,-0.77885926,0.20736144,0.68091035,-0.7792548,-0.5272299,0.69483644,0.7365149,-0.5844054,-0.33638224,-0.8308476,0.06470503,-0.72985953,0.75364614
0.5584114,-0.79398435,-0.46215534,0.7076126,0.6383765,-0.63959605,0.7127319,-0.45886394,0.31395075,-0.81203103,-0.4329761,0.3289958,-0.77872753,0.20701087,0.6808192,-0.77918214,-0.52713263,0.69471306,0.7364486,-0.5843945,-0.3360711,-0.83075565,0.06477038,-0.72980434,0.7535402
0.5577466,-0.7938452,-0.4603821,0.70738125,0.63816535,-0.63941836,0.7123378,-0.4587952,0.31425285,-0.81173456,-0.43331867,0.32940608,-0.7783722,0.2064985,0.6805664,-0.77888405,-0.5271281,0.6945674,0.7361899,-0.58402586,-0.33571061,-0.83044875,0.06577967,-0.7295252,0.7531233
0.5574665,-0.79397637,-0.45891133,0.707319,0.63809866,-0.6391274,0.71228635,-0.45910004,0.31457442,-0.8116473,-0.43385896,0.3298551,-0.778446,0.2058598,0.6804394,-0.7788099,-0.5273822,0.6946218,0.73627955,-0.5839871,-0.33613595,-0.8303137,0.06639727,-0.72934717,0.7530724
0.55732226,-0.7942272,-0.45800588,0.7073335,0.6382045,-0.63911265,0.7123677,-0.45974252,0.3153118,-0.8118449,-0.434712,0.33036503,-0.77870035,0.20607416,0.68066454,-0.77880436,-0.5280061,0.6948733,0.7365366,-0.5842595,-0.33676454,-0.83039373,0.06687663,-0.72956556,0.7532216
0.5589263,-0.79462934,-0.4615867,0.7082574,0.63892895,-0.6396697,0.71356195,-0.45925856,0.3143683,-0.8125432,-0.4338743,0.3294081,-0.7796144,0.20683266,0.6811158,-0.77970463,-0.5278105,0.6952894,0.73707753,-0.5847393,-0.33780146,-0.83122736,0.06366978,-0.72996277,0.75432575
0.55683416,-0.79409206,-0.4574764,0.707224,0.63810045,-0.63912046,0.712035,-0.45948166,0.31516922,-0.8115893,-0.43467864,0.33026874,-0.7784657,0.20583603,0.6804607,-0.77872026,-0.5277687,0.6947411,0.7362902,-0.5839494,-0.33638328,-0.8302049,0.06739274,-0.7294276,0.7528532
0.5588824,-0.79426384,-0.4606379,0.7077422,0.6386053,-0.6395521,0.7132217,-0.4596656,0.31492615,-0.81251764,-0.43400028,0.33031377,-0.77914417,0.20703942,0.6812267,-0.7791488,-0.5281801,0.69511926,0.7369047,-0.5847802,-0.33692026,-0.83100015,0.06400981,-0.7300117,0.7541772
0.54075646,-0.79498947,-0.38745502,0.7032294,0.63563585,-0.6348749,0.7029125,-0.47167522,0.32870767,-0.8104751,-0.45374838,0.35323623,-0.7745191,0.19820336,0.6806052,-0.7712749,-0.54115516,0.69878,0.73850197,-0.5820574,-0.3371946,-0.825563,0.09911817,-0.72854,0.74610037
0.5519317,-0.799016,-0.4260889,0.7086474,0.6399596,-0.63808334,0.712254,-0.4695598,0.3249022,-0.81455207,-0.450239,0.34319547,-0.7825041,0.20467678,0.68330824,-0.7785116,-0.5394313,0.70069313,0.74140364,-0.58682156,-0.34699616,-0.8310637,0.07977999,-0.7315398,0.753971
0.5598361,-0.7983072,-0.4537827,0.7089616,0.64035225,-0.63930523,0.7162984,-0.4679623,0.322544,-0.81611145,-0.44330823,0.33756796,-0.7839005,0.20894526,0.6845283,-0.7801667,-0.5368228,0.69941163,0.7420068,-0.58917236,-0.34612504,-0.833102,0.06734019,-0.7327311,0.75767094
0.5606257,-0.7993711,-0.45795903,0.7101185,0.6413588,-0.63993484,0.7175941,-0.46777922,0.32255825,-0.81668556,-0.44385135,0.33580583,-0.78536016,0.21063906,0.6850271,-0.7814904,-0.53662735,0.70017177,0.7426702,-0.5898168,-0.34840354,-0.8340115,0.065764,-0.73331594,0.7587206
0.55778795,-0.7982223,-0.45038083,0.7081203,0.6396379,-0.6386709,0.71513337,-0.46845737,0.32342982,-0.8152751,-0.44420353,0.3381739,-0.783283,0.20780486,0.68385893,-0.7794934,-0.53697956,0.69913006,0.74153507,-0.58858526,-0.34583417,-0.8322258,0.071400024,-0.73219633,0.7563691
0.55948836,-0.7987517,-0.4555067,0.7089232,0.6404302,-0.6393183,0.7164821,-0.46823305,0.32302645,-0.81604457,-0.4436812,0.3367613,-0.7843335,0.20952533,0.68451107,-0.78041553,-0.5367384,0.6995619,0.7421611,-0.58940256,-0.34673908,-0.83317596,0.06843331,-0.7328793,0.7575999
0.5575005,-0.7987885,-0.4500468,0.70881474,0.6402632,-0.6391302,0.7154285,-0.4683773,0.32357183,-0.81551707,-0.4452947,0.33787856,-0.7838925,0.20878398,0.6841604,-0.78003156,-0.5371275,0.6997539,0.74183524,-0.58870804,-0.34682372,-0.8326177,0.071473606,-0.7325405,0.7566476
0.55626553,-0.797652,-0.44404253,0.7072554,0.6387619,-0.6381171,0.71374065,-0.46935946,0.32438436,-0.8148847,-0.44532573,0.3409344,-0.78213155,0.20636407,0.68368924,-0.7781794,-0.53800404,0.698935,0.7413407,-0.5881663,-0.34415624,-0.83140785,0.07499456,-0.7318656,0.7553234
0.558027,-0.798879,-0.45202082,0.7085239,0.64016986,-0.63907653,0.7157722,-0.46911934,0.32416275,-0.815788,-0.445184,0.33791286,-0.7841299,0.20930922,0.6844292,-0.77996784,-0.53754795,0.6997958,0.74219036,-0.58929306,-0.3469108,-0.8327697,0.07144697,-0.7328462,0.7569516
0.55729675,-0.7987737,-0.4478708,0.70866674,0.6400704,-0.63887644,0.71521574,-0.4689476,0.3238797,-0.8155473,-0.44577086,0.3389645,-0.7837544,0.2080873,0.68417746,-0.77974296,-0.53772867,0.6997993,0.74198145,-0.58879095,-0.34666225,-0.8324862,0.07222249,-0.7325163,0.75651366
0.55603576,-0.7976727,-0.44509366,0.70697486,0.6387985,-0.63818955,0.7136683,-0.46951768,0.32462454,-0.8148581,-0.44518527,0.34052348,-0.7822514,0.20690714,0.6836871,-0.77815557,-0.5379151,0.6989019,0.7413539,-0.58820766,-0.34413484,-0.83140403,0.07518296,-0.7320251,0.75514334
