0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
-0.20085886,0.67347366,0.38572022,0.008013931,-0.31915018,-0.19389284,0.31778738,-0.7181795,0.7236054,0.22124727,-0.35984787,-0.28707424,0.72245264,-0.40424183,-0.511059,0.101871364,-0.44815713,-0.50539273,0.24068652,0.61066103,-0.3893479,0.4563989,0.6384495,-0.020148618,0.47610015
-0.2020683,0.68824124,0.4169191,0.009556412,-0.3117248,-0.1747839,0.19324152,-0.7333601,0.713939,0.21282469,-0.3579536,-0.18210998,0.7228869,-0.46388113,-0.4904854,0.10362759,-0.4448298,-0.51865965,0.34310988,0.6167419,-0.37217245,0.44975945,0.6848562,-0.0565671,0.43074965
-0.21246319,0.70906377,0.4320142,-0.015111459,-0.31290567,-0.18811339,0.19776623,-0.7691369,0.7389985,0.17753378,-0.36744875,-0.36899075,0.7542963,-0.4830038,-0.49800026,0.061675776,-0.46285048,-0.5426539,0.45217514,0.6477642,-0.42927375,0.46693996,0.6703497,-0.06104495,0.48699537
-0.28478694,0.67035437,0.17979561,-0.05388641,-0.3315154,-0.17895888,0.3590501,-0.7798034,0.7612519,-0.11223159,-0.36434042,-0.47228932,0.716302,-0.49252638,-0.52710223,0.12540397,-0.361574,-0.5392361,0.5253049,0.6761954,-0.41604343,0.48440936,0.5328119,0.16001731,0.5523713
-0.19800346,0.67717993,0.37375045,-0.025147898,-0.30049127,-0.19306199,0.3514499,-0.7471425,0.7224467,0.192501,-0.3616536,-0.34407195,0.740805,-0.36098972,-0.5122409,0.08278967,-0.47298,-0.5204721,0.32480392,0.62366647,-0.4351384,0.47649643,0.50611734,-0.088887125,0.50728774
-0.2404351,0.69309783,-0.09691102,-0.055515133,-0.35555598,-0.17341359,0.5479207,-0.7552935,0.7502038,-0.27817258,-0.3625911,-0.4525953,0.7589743,-0.40194386,-0.5077972,0.20844547,-0.49665654,-0.5796908,0.65833884,0.6493397,-0.4343742,0.5152058,0.251087,-0.0079948865,0.6627793
-0.15245277,0.6872915,-0.005156948,0.009073086,-0.24415022,-0.26552892,0.5270188,-0.7498783,0.72640485,-0.12074701,-0.35702443,-0.31033593,0.7814024,-0.2492215,-0.5404919,0.19671756,-0.52585894,-0.57109356,0.59881896,0.60882187,-0.449667,0.5194194,0.15788162,-0.20846821,0.618084
-0.1453852,0.67710155,0.20490435,0.012473598,-0.24238458,-0.24368693,0.46905488,-0.7413709,0.7186612,0.088261984,-0.35860315,-0.3160977,0.76732755,-0.18353951,-0.5325654,0.13436681,-0.51784354,-0.53947467,0.4592185,0.5961309,-0.46701336,0.49985865,0.2618427,-0.2160601,0.55995905
-0.16871278,0.6702521,0.095039085,0.01872365,-0.30271563,-0.22173902,0.4771543,-0.7490977,0.73603785,0.012354215,-0.36683846,-0.35532564,0.7630033,-0.26988986,-0.53587323,0.16999903,-0.5005676,-0.54106694,0.52613467,0.61609286,-0.4352848,0.5026985,0.41554826,-0.06634771,0.5845353
-0.17930986,0.7063095,-0.022683956,-0.044134557,-0.17299129,-0.27120528,0.5634413,-0.7492853,0.7352881,-0.26553446,-0.35634646,-0.38229808,0.80747765,-0.26010326,-0.53670156,0.18301247,-0.5252801,-0.59533745,0.65382046,0.6202416,-0.47655886,0.54244226,-0.13024391,-0.2628846,0.6678448
-0.18183927,0.6525974,0.3337201,-0.13369119,-0.19759291,-0.18284923,0.42367724,-0.7175538,0.62123376,-0.04618996,-0.3550023,-0.203575,0.7607722,-0.30136004,-0.47716418,0.13971962,-0.5050847,-0.5353855,0.5827458,0.6083742,-0.46243125,0.5190432,0.049493186,-0.25683802,0.5771725
-0.20489384,0.71005064,0.43440428,-0.07070397,-0.26888013,-0.19107096,0.30358776,-0.7497904,0.698449,0.13991602,-0.3711578,-0.31517172,0.77443635,-0.42751846,-0.49427342,0.069434494,-0.50084966,-0.54345423,0.533962,0.63933957,-0.47114956,0.504387,0.41665542,-0.19507205,0.5526993
-0.19288857,0.7300043,0.43046865,-0.021450037,-0.2162639,-0.17915846,0.1637703,-0.6957975,0.65465415,-0.11537207,-0.37411487,0.4174688,0.7433837,-0.4691884,-0.43231824,0.20627616,-0.47091794,-0.55467105,0.5923867,0.61288095,-0.3092893,0.47875398,0.67426574,-0.1531326,0.36527476
-0.21472375,0.7378424,0.41520244,-0.06355071,-0.07851077,-0.1994655,-0.18650343,-0.6807421,0.56212145,-0.2888042,-0.36456004,0.63236535,0.74845153,-0.48011482,-0.3165437,0.18798566,-0.4619576,-0.5501949,0.6404281,0.6146862,-0.26885018,0.46273887,0.6474218,-0.1580953,-0.08866602
-0.15361589,0.724496,0.46148485,-0.042124305,-0.17739189,-0.1759656,0.14161114,-0.68343884,0.59657705,-0.0703571,-0.3747199,0.42184985,0.7356225,-0.43368125,-0.3908806,0.20248452,-0.4834156,-0.5358261,0.5768406,0.57898414,-0.30345708,0.4710112,0.6521232,-0.19958314,0.38589385
-0.13723008,0.74674344,0.35948724,0.064466625,-0.05940191,-0.23022172,0.10713555,-0.6407238,0.6015907,-0.32870945,-0.35999945,0.60366625,0.7635528,-0.40719688,-0.21698834,0.22706477,-0.46471933,-0.55466986,0.6502245,0.5621504,-0.28551918,0.4269155,0.58993673,-0.20899934,0.29948568
-0.14842476,0.7714064,0.34024563,0.13623005,-0.034358077,-0.26132762,0.0926828,-0.65933126,0.6689528,-0.3939552,-0.37469763,0.6278582,0.79195,-0.41689512,-0.26733506,0.20675571,-0.46795416,-0.59502965,0.671079,0.5832799,-0.2940664,0.41027102,0.6435909,-0.20525342,0.3655487
-0.16602708,0.6471985,-0.020636035,-0.10675003,-0.00838074,-0.27563792,0.55853665,-0.74352413,0.6887795,-0.3085543,-0.35419723,-0.36680073,0.8080731,-0.12139815,-0.54583895,0.18368432,-0.5296046,-0.5815065,0.6514974,0.6096866,-0.4917497,0.56084013,-0.28898576,-0.32910722,0.6712891
-0.17271776,0.67898905,0.41822702,-0.15951745,-0.12748589,-0.18186723,0.32987925,-0.6979423,0.528585,-0.045767125,-0.35475636,0.062056966,0.7629364,-0.31748572,-0.43271756,0.15197758,-0.502781,-0.5213522,0.5898995,0.5874326,-0.4496884,0.51376194,0.15439346,-0.27485007,0.5402389
-0.16404554,0.70234156,0.22170271,-0.0058399932,-0.30991775,-0.19760224,0.49783117,-0.72162414,0.7020191,-0.09544506,-0.36050487,-0.20717691,0.7583396,-0.36080423,-0.46941385,0.20954527,-0.50398,-0.5718754,0.6296209,0.6034447,-0.431529,0.49706966,0.39431053,-0.16128062,0.60532916
-0.14724168,0.7391874,0.40983802,-0.06894344,-0.07229494,-0.21537864,0.2880658,-0.6766782,0.58581537,-0.23000571,-0.36571285,0.46984586,0.77242327,-0.39423576,-0.3819774,0.2315712,-0.49572706,-0.55893415,0.6399548,0.59122556,-0.35556936,0.49060062,0.5017045,-0.24361272,0.4495117
-0.16887069,0.6812635,0.35378852,-0.08790725,-0.23821646,-0.18685949,0.42956382,-0.71231115,0.6477047,-0.008294242,-0.35798597,-0.1412631,0.76518506,-0.32099023,-0.47077057,0.17132878,-0.5085043,-0.53910846,0.598123,0.59504586,-0.4523481,0.5129886,0.24750952,-0.22904293,0.589185
-0.17747429,0.74745375,0.3462895,0.054679833,-0.15385817,-0.20816423,0.050523456,-0.6519153,0.6343928,-0.38015038,-0.35913518,0.61399436,0.75293255,-0.42889965,-0.19085458,0.24877575,-0.4651465,-0.5811456,0.6548423,0.5861828,-0.26991063,0.42695358,0.6380717,-0.16111474,0.33626235
-0.1606436,0.7746124,0.3545033,0.13816215,-0.0034251239,-0.26233026,0.007285338,-0.67079026,0.6808125,-0.387697,-0.38423514,0.63832694,0.7958112,-0.43190122,-0.2987459,0.16317852,-0.46398574,-0.594418,0.66926885,0.59571284,-0.30627722,0.40789342,0.6664675,-0.204598,0.31532013
-0.2632409,0.7850346,0.3621333,0.040046938,-0.088604406,-0.2588204,0.109699376,-0.7154999,0.739164,-0.34766215,-0.38909587,0.41821426,0.8166859,-0.46607712,-0.4875439,0.12891494,-0.47132036,-0.6213241,0.6771513,0.6371253,-0.40082067,0.5259904,0.655658,-0.17333038,0.41521388
-0.21131225,0.69315445,0.3942806,-0.010368403,-0.31777772,-0.1970196,0.28676844,-0.7533154,0.7414861,0.1515524,-0.3626009,-0.41115233,0.7434929,-0.44721925,-0.5066487,0.07180178,-0.4322583,-0.53498936,0.3178839,0.63967824,-0.43255493,0.4662596,0.6202428,-0.022745969,0.48140758
-0.22564924,0.69179416,0.4087306,0.0049112793,-0.3148689,-0.16685237,0.18807788,-0.74972314,0.7224643,0.16764772,-0.36064905,-0.14648949,0.71290004,-0.49901146,-0.4987731,0.12698284,-0.42690063,-0.5217104,0.38984495,0.637595,-0.32125518,0.45403194,0.70562243,0.016055873,0.37117043
-0.24693298,0.71640235,0.41506028,-0.05868428,-0.3213861,-0.16790958,0.1517575,-0.78803176,0.7594658,0.011829467,-0.37173608,-0.38216865,0.74954647,-0.5462379,-0.49708825,0.10522494,-0.45724362,-0.55543864,0.55894303,0.67849785,-0.3950624,0.46190342,0.72171,0.050671607,0.40535948
-0.20440869,0.6999064,0.40442827,0.027998202,-0.3094006,-0.17097242,0.17803782,-0.7369208,0.7173204,0.17949945,-0.36232954,-0.009164645,0.7215477,-0.4890014,-0.48710424,0.12319684,-0.43945983,-0.5247491,0.4084877,0.62205076,-0.32356417,0.45024532,0.7182594,-0.04177028,0.36716157
-0.224327,0.6764431,0.40819156,0.005977726,-0.32524425,-0.17762087,0.21076113,-0.7287378,0.7303281,0.21786822,-0.3560906,-0.25628874,0.71015495,-0.48307332,-0.50704247,0.11118066,-0.41070163,-0.5049044,0.282579,0.6294143,-0.3204889,0.44266832,0.7219789,0.06493336,0.4143326
-0.24092819,0.6853061,0.41233027,-0.02055075,-0.32004783,-0.16524772,0.16541395,-0.7437817,0.7377079,0.16848032,-0.35416734,-0.36348844,0.717767,-0.50521934,-0.49378687,0.09747704,-0.40856665,-0.52264357,0.30857962,0.643789,-0.36444896,0.4468108,0.7055751,0.043929677,0.3863244
