brush_teeth,climb_stairs,comb_hair,descend_stairs,drink_glass,eat_meat,eat_soup,getup_bed,liedown_bed,pour_water,sitdown_chair,standup_chair,use_telephone,walk
0.002958391808595744,0.0024644476342862345,0.0028062855524604424,0.0023854261442213184,0.0038206594474180034,0.004385966799698198,0.0027414089759757727,0.0028572302417998385,0.0026537196248141615,0.0036476714073182155,0.0028645267234778866,0.004451675567570041,0.002297886536907513,0.0032132234313998437
0.004550493928493197,0.003652694794069724,0.0033596447911142307,0.002772654834473461,0.0039055730408188065,0.006809390261242454,0.004206809420620236,0.003361782067681393,0.003706505866349905,0.0021771637626122682,0.0034875801571680578,0.0025854667364425842,0.0036589814030211307,0.002743195872464652
0.0019332918326514024,0.0033734238199602715,0.0021779308211662476,0.0033097967550708646,0.0030278673836458153,0.003662718313538497,0.004274608430719875,0.0028394395997228677,0.0026199239164616758,0.0031528853143715984,0.0029822338655869614,0.0035080490521317196,0.0036799413092994085,0.0029159148638887664
0.002014999934281297,0.002973018298616777,0.00307386350617957,0.002794243436086097,0.0018590851984247238,0.003629110548745769,0.003835690623806006,0.0032564078770562785,0.004066334330944966,0.0016515644717856174,0.002413464178855436,0.0037543327662357398,0.004389278239763966,0.004484081216347056
0.004704073534385122,0.0024108459413744363,0.0035228673337067543,0.0026976412907971405,0.002762825886731362,0.0036844603886466943,0.003936529521490927,0.002671444156202812,0.0028718907702871776,0.002411219180007002,0.0024254404433413476,0.0032130015493483017,0.0030890907918546635,0.0019287143046217239
0.0029557393209619885,0.004402588656421844,0.002775184527700893,0.004490314685707152,0.004608786258872702,0.0032033994717809563,0.003857423613712747,0.0029056720575538477,0.0032698876428459826,0.0035190392373058133,0.002903837488155122,0.004093132410019212,0.0035898118924951356,0.0035514203338841924
0.0030290906918555224,0.0028778189520536363,0.003043719354485009,0.0031971435840881567,0.005555228119881947,0.0036604993420406772,0.00448235901209734,0.004649267631816214,0.0030638928720376,0.005235739019964852,0.00256578156013495,0.002821845341467241,0.0020585251988000756,0.0033276142890623023
0.0036201029794100527,0.002703163351647954,0.0036697011985254596,0.004262018120039912,0.003912468669089418,0.005022850294683966,0.004348711103024724,0.0025914814708757,0.002889452153330956,0.0030321198743897626,0.0012753914919861498,0.002229827341963254,0.002304873567406599,0.0019131930832184802
0.005564919464216602,0.0036852383287768,0.005480713216328822,0.0044039320306921426,0.005618049490593972,0.003739128565346615,0.0031388123724495638,0.0031290351919800972,0.004721761682752865,0.0037032320056808554,0.0038401834312658256,0.0027005151668476513,0.004493917444767506,0.006708286931190146
0.0014643563769351875,0.001983896219808636,0.001006722738290857,0.0026184113664912793,0.0009312099079636309,0.00120246369389971,0.0017466409792848388,0.0027706854062229894,0.0008881972056890394,0.0009302499210796588,0.0029833688364013277,0.0023593486551079777,0.0006130092235981921,0.001621016817588416
0.002065252412881367,0.002179875355805456,0.0024650479051811875,0.0019011762721152692,0.004078032117563337,0.0030308938510349276,0.0034170872368065775,0.00314684293897046,0.0020735911263735237,0.003863304878918999,0.0022237348207780148,0.002388691095999242,0.0028514975245547847,0.0037646828357203155
0.0059652192609306485,0.003062151277850451,0.0034787542148506,0.002962660805133163,0.0015716633826984186,0.0011973282429855946,0.0018614942828019813,0.0034007218253434223,0.0029150101093262924,0.002409990976746138,0.0036784984315886555,0.0032673379158588358,0.003358417240086665,0.0014247175984046809
0.004252352940444704,0.005694140700902555,0.0027978597543611926,0.004332383208613722,0.0019713519332892906,0.002728351499193189,0.0023698093361769856,0.004649546596242973,0.0029119664932603074,0.0019780232816050654,0.0030702504375389227,0.0036573781832628543,0.003987156393519022,0.0011465914877084914
0.0035100939615221537,0.0022481950604510002,0.0037011117276682594,0.0018446190610556144,0.002967681588162793,0.005141411025424336,0.004508364742892657,0.004428383896851241,0.0038273217930052195,0.002542834753515822,0.003724055058267619,0.0027583869413756175,0.0035776093695861367,0.002531326864219115
0.003122873213404985,0.0026200219587242486,0.0030865261677807203,0.0030914424126474416,0.00426955470788,0.0026728974742452677,0.002790079257233574,0.003132532261385282,0.0033454279473780256,0.0036617988048269334,0.003649656775332977,0.004395101201352907,0.006097109482178284,0.0040794150886866035
0.0029101243807155616,0.002688408005574258,0.003585705480551765,0.0032967142353890495,0.002402517192523125,0.0017957406951408007,0.0017750427427152093,0.0038726720022704947,0.00404653904033186,0.002875482563697019,0.004412485490656683,0.005078498044516552,0.0030297021170800622,0.003222500521051613
0.005005542771712242,0.002208368922515394,0.005137184883809351,0.001911365265116065,0.002059955865245228,0.003363333460001127,0.003309094232068635,0.0041394987625554295,0.0033817600128549044,0.0017779624247053053,0.004101481065702311,0.003636148646466121,0.003075384110661758,0.0022882414974283766
0.0035752632249206767,0.003367119055020794,0.003076578926337094,0.0035695894358048754,0.0038687812614947976,0.0035469677386469572,0.004048271512736757,0.004752352262661798,0.003645445637136521,0.005559193275533675,0.0039131126599802595,0.004510346849616361,0.0027447714293377906,0.003206947716101989
0.0033321202623113246,0.004105808501995509,0.00237926168092343,0.0046457730524091575,0.003219866950344169,0.0026482461226055355,0.0029451786960552014,0.0038453445878192495,0.00435949091458117,0.004158055359859922,0.002363611235465912,0.004208865177608993,0.0032580204991198556,0.005362088890413307
0.0030004693090520547,0.0029244946277844183,0.00227570578955511,0.0039525137748832075,0.004133638607768278,0.003923023197282978,0.004697096270677572,0.004091276273386807,0.0033789942864562755,0.003925353274424335,0.0034079915858304696,0.003036955563798587,0.0035963854431157946,0.004227765561849061
0.0038295021307971715,0.001998261792520042,0.002537679933116235,0.0018132445057528871,0.0016392347841786127,0.002737890081069008,0.0032525343867041657,0.004047298771766771,0.0030976340946431108,0.0017884655246516298,0.003660457479560508,0.003814179453561366,0.004302558318158892,0.0032866168332125363
0.004623227770547672,0.0035366950484335114,0.003445424922136987,0.0038718126608614715,0.005204192433341046,0.005369434417556567,0.004106657852139613,0.004081786289518012,0.004733391420653744,0.0037124164670093445,0.004156910516329667,0.005102984462736495,0.0037635392083520043,0.002336966258558603
0.0032877939724509837,0.0032708591844337947,0.0024705980367034563,0.0037554093172539106,0.0038074494829831553,0.005219009069051219,0.003035798539263749,0.002442347601855636,0.0029841510106072633,0.0034470731180985667,0.002399098673283063,0.0029769537684787655,0.003838703976430449,0.0032364913213999928
0.00367504542371843,0.003172730907152959,0.0049823927197167285,0.0027772585142899296,0.004722978024025454,0.004496649663935359,0.0044031470462179674,0.0027985871727063127,0.002972703915292477,0.004388085395671872,0.0024567212949041114,0.003200380011650996,0.0036213388426366445,0.003885274421628975
0.003775020498618665,0.003629210744687151,0.0022491564649522113,0.0036685272424920087,0.001965469283512081,0.002402530556382114,0.002747508505571856,0.002898764780976461,0.0023772125833196405,0.0029038269454706653,0.004143302412427629,0.0031695846572200657,0.0025152062383098145,0.0035406120848457067
0.003494880358055825,0.0024757606915768665,0.0026222041466801667,0.002683715688451445,0.0020504607785828697,0.003303401097567847,0.0022789265097633493,0.0025794719273468302,0.0027585796779476127,0.0029648813162632937,0.002576799471711504,0.004804344233960565,0.002405937892176229,0.0025859000198628222
0.0028836614191299166,0.004140421933425007,0.0030878289536048213,0.004503107820593369,0.0031563523395688937,0.003552077275413513,0.003954066341922962,0.0032660611371941217,0.003561275003634442,0.0051420431650247254,0.004028395404507473,0.004506341186219958,0.0036266534320195626,0.0040489744123156325
