0.23357,-9.5764,-6.8486,3.1286,-1.6151,0.066667,6.7736,1.635,3.3673,0.83433,-0.17878,0.033333,10.044,1.635,4.4045,2.7665,-1.4574,0.033333,11.042,8.02,9.766,0.54661,0.43058,0.52565,0.96487,98.087
0.70071,-10.978,-6.2698,4.076,-1.5866,0.26667,4.4379,-1.1679,2.4554,0.75085,-0.09138,0.13333,12.379,0.23357,4.4282,3.7701,-1.5154,0.033333,13.153,7.5143,9.791,0.58795,0.32742,0.37675,0.95055,162.53
2.1021,-10.044,-5.6965,4.5665,-1.4462,0.33333,4.4379,-0.70071,1.5341,1.5798,-0.48943,1.8,10.978,1.635,5.1549,3.2136,-1.0345,0.033333,11.788,8.1282,9.7287,0.54164,0.90222,0.93704,0.96261,201.34
1.635,-11.445,-6.1468,4.2637,-1.269,0.13333,5.3721,-2.1021,2.4229,1.14,-0.031907,0.13333,10.511,0.23357,4.3152,3.7077,-1.1592,0.033333,11.751,7.0032,9.7548,0.48842,0.0073879,0.091948,0.97512,203.92
-0.23357,-10.978,-7.2574,3.1982,-1.6926,0.033333,2.5693,-3.9707,1.1567,1.3755,0.17373,0.4,10.511,-3.5036,3.5175,4.0568,-1.973,0.2,11.488,6.7816,9.7085,0.7328,0.18204,0.36346,0.92577,109.31
-0.23357,-10.978,-5.1468,3.9522,-1.163,0.033333,4.4379,-4.4379,1.5553,1.0972,-0.024623,0.26667,10.511,-5.3721,4.8734,5.089,-1.3845,0.46667,12.489,8.1013,9.7456,0.52742,-0.0098011,0.068029,0.94747,231.78
-0.23357,-10.511,-7.1045,3.3002,-1.6797,0.033333,3.9707,-6.7736,1.6572,2.0021,0.15731,0.26667,10.044,-3.9707,2.6666,4.4476,-2.0402,0.066667,12.885,7.9105,9.7125,0.68868,-0.060978,0.17996,0.91723,106.89
-0.23357,-6.3064,-3.2571,2.0606,-0.77182,0.033333,4.905,1.1679,2.9933,0.88757,-0.28061,0.033333,9.5764,7.2407,8.4715,0.66965,-0.23513,0.033333,11.639,8.5469,9.8305,0.39946,0.79642,0.75045,0.84768,161.7
3.0364,-14.248,-3.8705,5.0417,-1.7813,0.13333,10.978,-2.1021,3.6103,2.1809,-0.29925,0.13333,10.511,-1.1679,5.0085,3.9968,-1.358,0.26667,14.495,6.8457,9.9113,0.92564,0.34455,0.24135,0.94305,237.92
2.1021,-11.445,-3.953,4.8899,-1.2642,0.13333,10.511,-0.70071,3.6546,2.1246,-0.2464,0.2,10.044,-1.1679,4.9982,4.0263,-0.977,0.66667,12.134,7.5433,9.9033,0.64236,0.41389,0.21748,0.94051,304.15
-0.70071,-14.248,-7.3147,2.9886,-1.2212,0.033333,6.3064,-0.70071,2.8815,1.2226,-0.37899,0.13333,10.978,-4.4379,3.2584,3.4599,-1.2842,0.2,14.881,6.4518,9.6788,1.0189,0.57952,0.55331,0.89237,167.32
0.70071,-6.3064,-4.2377,2.0889,-0.97783,0.33333,1.1679,-3.0364,-0.25582,0.96971,0.32434,1.2,10.511,6.7736,8.3808,0.94776,-0.38745,0.033333,11.806,8.1282,9.7045,0.49859,-0.42743,-0.35471,0.80677,97.573
3.0364,-7.2407,-2.9409,3.5493,-1.7432,0.066667,2.5693,-2.5693,0.24153,1.1696,0.18859,0.66667,11.445,6.3064,8.52,1.1775,-0.42266,0.033333,11.972,8.2877,9.81,0.57341,-0.13897,0.10393,0.80956,109.18
0.70071,-10.511,-2.8206,2.8577,-1.3547,1.3333,2.5693,-2.1021,0.067582,0.93852,-0.33966,0.53333,11.445,0.23357,8.8722,1.4701,-0.57197,0.033333,11.751,8.3663,9.8768,0.52667,0.76812,0.70079,0.89366,118.74
1.1679,-10.978,-6.8876,3.6614,-1.9833,0.2,5.8393,-4.4379,1.4042,1.8425,-0.45038,0.4,10.511,-2.1021,3.7816,3.7309,-1.9823,0.26667,11.335,8.1817,9.6916,0.56834,0.48769,0.71253,0.91224,102.9
3.9707,-13.781,-5.8584,5.015,-2.359,0.066667,4.905,-3.5036,1.0511,2.5518,-1.124,0.26667,10.511,-1.1679,4.0398,3.668,-1.8046,0.13333,14.129,3.8733,9.7827,0.96697,0.47458,0.66717,0.89339,157.72
-3.0364,-8.6421,-5.9721,1.5844,-0.61349,0.033333,7.2407,2.1021,4.4036,0.97269,0.15952,0.033333,9.1093,2.5693,5.8714,1.9404,-0.75773,0.033333,12.348,7.7713,9.8127,0.65737,-0.61372,-0.65851,0.84629,140.73
-1.635,-8.175,-6.5305,1.2526,-0.5068,0.033333,10.978,4.4379,6.3948,1.3885,-0.71556,0.033333,5.3721,-2.5693,2.6514,1.9262,0.95407,0.26667,11.843,8.5469,9.8626,0.67985,0.64649,-0.49616,-0.012014,90.214
1.635,-10.511,-5.131,3.5605,-1.5772,0.13333,12.846,0.23357,5.8199,1.9388,-0.71156,0.033333,9.5764,-2.1021,3.5143,3.184,-1.2103,0.26667,13.926,7.1268,9.9122,0.86769,0.77196,0.64746,0.90652,170.68
0.23357,-10.511,-5.8586,3.1193,-1.7904,0.066667,12.379,2.5693,5.7868,1.9365,-0.78485,0.033333,8.6421,-2.5693,2.7711,3.1178,-1.5167,0.13333,15.315,6.717,9.8707,1.0625,0.66367,0.5108,0.87097,139.66
2.1021,-11.445,-6.7903,3.5054,-1.6748,0.2,12.846,-2.1021,3.8901,2.2459,-0.53388,0.26667,10.044,-9.5764,1.1651,4.1712,-1.4608,0.8,14.206,5.9595,9.7784,1.2305,0.54889,0.5444,0.7749,142.86
2.5693,-10.044,-5.6057,4.0767,-2.6431,0.2,11.445,1.635,4.8681,2.4669,-1.2777,0.033333,11.445,-5.8393,1.6688,4.059,-2.0236,0.66667,14.419,6.8137,9.7772,1.1156,0.60124,0.21185,0.80904,116.67
-2.5693,-11.912,-7.1473,2.2077,-1.223,0.033333,12.379,2.5693,5.5465,2.2889,-1.2714,0.033333,4.905,-2.1021,1.9215,1.6017,-0.54088,0.33333,16.201,6.5857,9.8159,1.3393,0.64568,0.49365,0.6646,123.62
-1.635,-12.846,-6.8767,2.7903,-1.4591,0.033333,10.978,-1.1679,4.6471,1.9827,-0.5621,0.13333,8.6421,-1.1679,3.4892,2.8597,-1.666,0.2,15.272,5.3006,9.9564,1.3092,0.38546,0.34288,0.71711,134.78
2.5693,-13.314,-6.478,4.076,-1.8809,0.53333,7.7079,-5.3721,0.69833,2.3671,-0.86494,0.46667,11.445,-5.8393,2.6956,4.8624,-1.8362,0.4,13.958,6.7494,9.7106,1.0265,0.50114,0.35501,0.88349,154.49
1.1679,-14.248,-6.5023,3.965,-1.6467,0.73333,6.3064,-9.5764,0.12809,2.3649,-0.721,0.46667,10.978,-7.7079,2.6705,4.9143,-1.7099,1.0667,14.837,6.9091,9.6813,0.97986,0.44966,0.42392,0.9018,173.39
