0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.80401784,-0.7462272,0.33249933,-0.6507304,-0.47734746,-0.8458831,0.8833649,0.81969196,-0.892765,-0.8691087,-0.8949363,-0.80001295,0.67053705,-0.23479426,0.8257847
0.78930455,-0.73776996,0.31681046,-0.64481914,-0.46478748,-0.84642667,0.87713104,0.81018865,-0.8923827,-0.8624948,-0.8928825,-0.79274124,0.6612341,-0.22816493,0.8186272
0.7846428,-0.73560315,0.31433585,-0.64368165,-0.46205556,-0.8462414,0.8754367,0.8082214,-0.89211684,-0.86108774,-0.8922609,-0.7913279,0.6590941,-0.22699733,0.81713295
0.7853357,-0.7362453,0.3155287,-0.6443651,-0.4627216,-0.8464579,0.87598795,0.8088367,-0.8923399,-0.86159384,-0.8925662,-0.79199624,0.66001654,-0.22714709,0.8176892
0.7860583,-0.7364221,0.3167983,-0.6445808,-0.4631842,-0.8464808,0.8763008,0.8092069,-0.8923901,-0.86185956,-0.89259404,-0.79249495,0.66067594,-0.22725822,0.81803393
0.787558,-0.7371872,0.31834126,-0.64510494,-0.4645321,-0.84626895,0.8768864,0.8101616,-0.8923564,-0.86248106,-0.8927053,-0.79318225,0.66176766,-0.22810347,0.81873864
0.7891344,-0.73825836,0.31993237,-0.6458581,-0.46585906,-0.8462475,0.87763906,0.81137097,-0.89247835,-0.8633712,-0.89309686,-0.7940543,0.6628412,-0.2288095,0.8196126
0.7935016,-0.7409011,0.32322094,-0.64777446,-0.4688813,-0.8467186,0.87953633,0.8138578,-0.892994,-0.86521083,-0.8940303,-0.7960651,0.66551673,-0.23004046,0.82159895
0.7870572,-0.7370493,0.3165655,-0.6447883,-0.46385786,-0.84641576,0.8766107,0.80969167,-0.892387,-0.86217827,-0.89277476,-0.79257566,0.66089046,-0.22773528,0.8183019
0.7908388,-0.73923194,0.3217345,-0.64655554,-0.46721262,-0.8463166,0.87840116,0.8124718,-0.8926316,-0.86414963,-0.89338547,-0.794988,0.6640853,-0.22943437,0.820508
0.79698026,-0.74264276,0.32509375,-0.6491383,-0.4708645,-0.84711736,0.8808927,0.815036,-0.8933523,-0.8661068,-0.8945851,-0.79711837,0.6672093,-0.23062225,0.8226463
0.83422047,-0.7686696,0.3649238,-0.66905034,-0.5034394,-0.84807,0.89715993,0.84158015,-0.89577967,-0.88533944,-0.90294415,-0.81801623,0.68899524,-0.24660988,0.8433623
0.8291168,-0.76468056,0.35675168,-0.665385,-0.49814272,-0.84793353,0.8948779,0.8372674,-0.89571846,-0.8821597,-0.9017013,-0.8140515,0.6849076,-0.24422891,0.8398563
0.83014804,-0.766375,0.35500228,-0.66684943,-0.49911276,-0.848957,0.89522415,0.83771044,-0.89650404,-0.882533,-0.90241295,-0.8142149,0.68523073,-0.24479572,0.8403619
0.82491434,-0.76256675,0.3484007,-0.6637984,-0.49369502,-0.84926,0.8930547,0.83379775,-0.8964194,-0.8798052,-0.9014268,-0.81109744,0.68216217,-0.24195437,0.83725435
0.82804865,-0.7650215,0.3528189,-0.665262,-0.49751422,-0.84839463,0.8944665,0.836927,-0.8961696,-0.881915,-0.9020729,-0.8132369,0.6842196,-0.24421588,0.83946204
0.8281512,-0.76485115,0.35308972,-0.66559714,-0.49712807,-0.84891546,0.8944505,0.8364206,-0.89639324,-0.8816118,-0.90199566,-0.81324774,0.6843752,-0.2437775,0.8392795
0.82695615,-0.76375675,0.35265183,-0.66478467,-0.49599737,-0.8487904,0.8939578,0.83563066,-0.8962319,-0.88105536,-0.9016591,-0.8127872,0.68380743,-0.2431302,0.8387063
0.8319695,-0.7680513,0.358044,-0.667918,-0.5013797,-0.8484892,0.89619994,0.8398622,-0.89641637,-0.88405275,-0.903029,-0.81580067,0.6866853,-0.24597068,0.8418997
0.8299069,-0.7660245,0.35590926,-0.66675425,-0.49884948,-0.84890825,0.89519584,0.8376972,-0.89644855,-0.88253224,-0.9023247,-0.8144954,0.685606,-0.24458086,0.8403676
