0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.67833257,0.591096,-0.3531003,0.53683275,0.48112205,0.62917584,0.6477647,0.31931916,-0.6298072,-0.6401821,-0.03362014,0.7567837,0.54223716,0.61942124,-0.63847774,-0.15257138,0.3708471,-0.43967885,0.46034923,0.18000084
-0.67472327,0.5935481,-0.6867878,0.6558963,0.62937576,0.6754035,-0.79877657,0.84698254,0.73083127,-0.7617254,-0.58317274,0.7059855,0.7919101,0.7013823,0.48820648,-0.19321232,-0.20150092,-0.72030985,0.662825,0.01965064
-0.80439466,0.62957776,-0.81163955,0.63222784,0.6356064,0.73898715,-0.8288021,0.85042185,0.848772,-0.8022636,-0.7128511,0.6911864,0.7965608,0.8134678,0.6920502,-0.10565073,-0.16635568,-0.76093686,0.6560189,-0.020963589
0.7047355,0.65075463,-0.8082585,0.29103747,0.44405437,0.7932467,0.5998006,0.5486345,-0.7884286,-0.69699574,-0.77822393,0.79301846,-0.86024624,0.7644355,-0.71890366,-0.008579018,0.7463563,-0.47364706,0.1487299,0.11566684
-0.8759277,0.62389207,-0.8389978,0.6851393,0.68076783,0.7279158,-0.86104804,0.8149312,0.8402262,-0.7667421,-0.7756383,0.7283938,0.71529627,0.79291403,0.6891602,0.28621414,-0.042990267,-0.79670936,0.67828566,-0.014721247
-0.88271767,0.6183696,-0.8426028,0.68424726,0.69207543,0.74359953,-0.8538257,0.80499065,0.8480877,-0.76124156,-0.7949407,0.7314783,0.72529846,0.80061686,0.70505303,0.064345725,0.015447383,-0.8041817,0.6666847,-0.053053085
-0.88898724,0.63145334,-0.85025984,0.6912452,0.6915649,0.73026663,-0.8640469,0.82533187,0.8472703,-0.7671372,-0.7928561,0.74625295,0.7332436,0.8050879,0.71586597,0.31811526,-0.0018958716,-0.80180264,0.676587,-0.01492975
-0.8616742,0.61868006,-0.83360696,0.68292034,0.6594827,0.70596147,-0.85334677,0.83126694,0.8326188,-0.7719896,-0.7530473,0.7188465,0.74681956,0.7877186,0.64995545,0.3213547,-0.055623155,-0.78044593,0.68744534,-0.015653621
-0.813444,0.58291394,-0.800733,0.66983795,0.6214776,0.69401246,-0.83827174,0.8527208,0.8252443,-0.78611666,-0.6757929,0.6807795,0.7637224,0.76842165,0.59948754,0.32033396,-0.24442892,-0.7650853,0.7017064,0.0071982187
-0.86349607,0.5583935,-0.81846374,0.655112,0.6350421,0.72347414,-0.8277742,0.7829146,0.7967159,-0.72004986,-0.73317134,0.7110487,0.7400747,0.70128846,0.6635116,0.13171074,0.013201862,-0.7815424,0.59859216,-0.096821375
-0.86142975,0.62906337,-0.8361091,0.6706691,0.6626668,0.69969445,-0.83753914,0.82363117,0.79738545,-0.76242614,-0.7314753,0.7473421,0.7999196,0.7957645,0.63395214,0.08391764,-0.045003545,-0.7669402,0.6759257,-0.050772812
-0.8347371,0.5924895,-0.8112605,0.6590161,0.6222589,0.70268315,-0.8334874,0.8256115,0.81421167,-0.7631162,-0.6801814,0.67444354,0.73934096,0.753888,0.61622757,0.26423845,-0.10368961,-0.7770691,0.67415804,-0.0521865
-0.8776887,0.6241521,-0.84494776,0.69169176,0.67425424,0.7383523,-0.86297375,0.8181931,0.8355869,-0.76069504,-0.781258,0.7767951,0.7547174,0.8034293,0.6621116,0.057321146,0.03929202,-0.8079482,0.68271303,-0.037820622
-0.84272623,0.59893495,-0.8165468,0.6747532,0.6419885,0.72257507,-0.84661466,0.8098507,0.82673347,-0.76386863,-0.7216243,0.72202045,0.73837245,0.7575255,0.60909814,0.033639923,-0.029977517,-0.7894914,0.67543954,-0.04681013
-0.8928434,0.6185675,-0.8535035,0.6931339,0.6812445,0.7522767,-0.8632239,0.81052405,0.83998823,-0.75682575,-0.81192267,0.7993487,0.7223074,0.79738176,0.7007556,0.028364168,0.100545496,-0.8166734,0.6562415,-0.057020564
-0.81706536,0.58361727,-0.8080935,0.66575927,0.61500216,0.68016356,-0.8354495,0.8620762,0.7584516,-0.77754796,-0.6308239,0.72161794,0.78527856,0.76529914,0.56169546,0.25852776,-0.21239491,-0.7562224,0.69936097,0.0054899324
-0.8643306,0.5801079,-0.8187201,0.66453856,0.6511761,0.7248627,-0.83901614,0.78531784,0.8208926,-0.73969984,-0.75874907,0.7197965,0.6949036,0.7607647,0.665874,0.13968594,-0.0014446038,-0.7874431,0.63761455,-0.062676415
-0.8783171,0.56666625,-0.8243676,0.67398983,0.6680223,0.7170187,-0.82443583,0.7848395,0.8013838,-0.7261476,-0.7018254,0.70983845,0.7577224,0.7291816,0.6284566,0.21832937,0.035435878,-0.7786937,0.6378736,-0.10907871
-0.86897755,0.62111616,-0.8377673,0.67101324,0.6758141,0.7038066,-0.84912366,0.81984025,0.823699,-0.75556695,-0.74653417,0.718522,0.7570668,0.75822973,0.6038517,0.21098922,0.04298319,-0.78679985,0.6824501,-0.07274945
-0.885107,0.60956997,-0.84495836,0.6810338,0.6704997,0.7517799,-0.86056334,0.80644083,0.8267704,-0.74833727,-0.79128593,0.78401047,0.7060949,0.77411014,0.68409264,0.05615283,0.092603475,-0.8128789,0.6519236,-0.057182733
-0.8543707,0.6117735,-0.82919496,0.6751031,0.6555839,0.69860363,-0.84489197,0.8266357,0.8040633,-0.7654594,-0.7267699,0.71822447,0.7265414,0.7458627,0.5945276,0.18752277,0.031079734,-0.77254266,0.6784545,-0.06389679
-0.84791857,0.6173837,-0.8312957,0.66387874,0.6374057,0.69299287,-0.8372641,0.84813136,0.71838355,-0.77145773,-0.6808427,0.75905025,0.8002491,0.78601426,0.5856134,0.17097828,-0.10093884,-0.7652756,0.6901873,-0.020340795
