0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0.8336999,0.6578674,-0.7783184,0.37045607,0.40646848,0.78410435,0.6634647,0.5953951,-0.79561275,-0.6911179,-0.71926975,0.8124563,-0.8939521,0.7523526,-0.73414534,-0.22929531,0.75237286,-0.39231917,0.20689835,0.07053811
0.79211545,0.6185964,-0.76065737,0.390389,0.34514347,0.8167374,0.68628883,0.5175006,-0.81745875,-0.7111167,-0.6813427,0.7488625,-0.8825508,0.7571821,-0.75308055,-0.14285469,0.7775416,-0.43799824,0.20213602,0.15318857
0.78510296,0.6382501,-0.75324404,0.4042761,0.33101973,0.7395282,0.6730424,0.5093895,-0.7828557,-0.7021319,-0.65899867,0.7544156,-0.8706721,0.748596,-0.73612577,-0.09778575,0.771471,-0.395536,0.2339865,0.18944494
0.7462364,0.6078909,-0.7102488,0.42803046,0.35481635,0.6763521,0.65220386,0.50592643,-0.7448746,-0.6845556,-0.5341701,0.7392344,-0.60390025,0.71140134,-0.70715433,-0.09559072,0.75121766,-0.37806958,0.29013717,0.19059604
0.824091,0.6768174,-0.79155433,0.39841285,0.4234206,0.7360166,0.67362523,0.61661845,-0.7825673,-0.6875561,-0.6164366,0.804493,-0.5808143,0.7387187,-0.7223515,-0.2201803,0.74940604,-0.39601925,0.26347396,0.0952079
0.8066857,0.6476773,-0.7758766,0.40448666,0.3683839,0.8053761,0.6976766,0.5242171,-0.8167691,-0.7241724,-0.7096398,0.762678,-0.8905519,0.77400964,-0.7663086,-0.16916509,0.78850245,-0.4437792,0.21267769,0.17020442
0.7682988,0.6179099,-0.7354909,0.43185848,0.33108574,0.7879576,0.6909356,0.38487494,-0.8092542,-0.7291829,-0.66281927,0.7257414,-0.87214273,0.76765394,-0.7639149,-0.11822528,0.77316177,-0.4523904,0.21931843,0.24242012
0.79812324,0.65308577,-0.7627546,0.42321742,0.3671547,0.73946667,0.6818696,0.5574432,-0.78552073,-0.7009116,-0.6852474,0.7655631,-0.8724274,0.76976055,-0.75331765,-0.093032986,0.77534217,-0.3999795,0.23742607,0.18396534
0.77844733,0.6368938,-0.7469223,0.4276589,0.3586592,0.72116756,0.6740887,0.5841564,-0.7855566,-0.713626,-0.64598143,0.74726975,-0.81728446,0.7567581,-0.7446362,-0.09606068,0.7761231,-0.4001772,0.2613331,0.18292159
0.7886352,0.64119685,-0.7622318,0.4188467,0.36641696,0.73929757,0.6736695,0.62161314,-0.79054093,-0.7160241,-0.66400474,0.7535299,-0.82834136,0.76192164,-0.74575895,-0.1093675,0.78217727,-0.3973361,0.25396615,0.15880688
0.8243801,0.6493877,-0.7840261,0.313785,0.38860533,0.79116493,0.67237014,0.56486917,-0.797321,-0.69111836,-0.7359908,0.8018816,-0.9048541,0.7572788,-0.75340635,-0.21811433,0.761698,-0.39426693,0.1919204,0.049657125
0.781787,0.61039907,-0.7530217,0.4060729,0.31620473,0.8264256,0.69727176,0.40715444,-0.82422805,-0.71648186,-0.70151573,0.7405327,-0.8992608,0.7667651,-0.76434535,-0.17068702,0.7809238,-0.43822837,0.17904209,0.21616574
0.78443235,0.6365981,-0.7558748,0.40228012,0.34968868,0.73474103,0.666047,0.5647304,-0.78021854,-0.70437723,-0.6571515,0.75555915,-0.87338036,0.7515894,-0.73801684,-0.13211979,0.77901644,-0.3872276,0.2400646,0.16423637
0.81848294,0.66269666,-0.7846712,0.37320802,0.39189827,0.76317567,0.67540073,0.5877803,-0.7921769,-0.6985582,-0.69977605,0.78603834,-0.87644243,0.77118665,-0.7534903,-0.18863936,0.77584153,-0.39574304,0.2231705,0.12604365
0.7936073,0.63720787,-0.7637989,0.40922377,0.350792,0.80222726,0.69598436,0.48222616,-0.815747,-0.72799045,-0.6997853,0.74879587,-0.8999143,0.7724596,-0.7678623,-0.15345454,0.78947675,-0.44533658,0.21284279,0.19591591
0.74066687,0.55742085,0.18232238,0.48657787,0.35999843,0.70504606,0.6312497,0.55062896,-0.7824696,-0.6553792,-0.49688357,0.7527543,-0.7429918,0.6001186,-0.6172347,-0.39058927,0.36084116,-0.311971,0.25067583,0.2716318
0.81082344,0.65135676,-0.7749301,0.4047307,0.3620731,0.73812836,0.68100107,0.60369897,-0.79461145,-0.7017077,-0.7141634,0.78175086,-0.90647256,0.7739551,-0.7522058,-0.15941167,0.7798554,-0.39041385,0.22927707,0.15742615
0.8213396,0.6398258,-0.78038436,0.29599103,0.383846,0.7975757,0.66909933,0.55109066,-0.7967913,-0.68656045,-0.7349947,0.79770404,-0.9022672,0.751365,-0.7501597,-0.21318829,0.759281,-0.39585957,0.17910542,0.04522219
0.7874825,0.6280859,-0.7630422,0.41422755,0.35024944,0.80894274,0.68990827,0.5024356,-0.815145,-0.7269192,-0.68616664,0.74006003,-0.88915724,0.76285964,-0.75877357,-0.09683856,0.7829452,-0.44356552,0.21350203,0.18205501
0.7918337,0.64492553,-0.7602791,0.40238872,0.35711616,0.7296781,0.6654785,0.5717776,-0.78140664,-0.7025271,-0.6544756,0.7622531,-0.8527207,0.7531038,-0.7350741,-0.124395326,0.7743849,-0.38769835,0.24231672,0.16204995
0.8213418,0.6701004,-0.78769016,0.38389185,0.40326816,0.743257,0.67222,0.59941703,-0.7813532,-0.6913292,-0.65391624,0.7955418,-0.75096303,0.7509785,-0.7369124,-0.20501176,0.7640118,-0.39107522,0.24311687,0.11054548
0.80861175,0.6435256,-0.7775129,0.3641513,0.36945447,0.80742806,0.68781954,0.54584056,-0.8153377,-0.7126257,-0.7157728,0.7672972,-0.90139097,0.7652262,-0.76159054,-0.21959536,0.7897665,-0.42051986,0.19461192,0.14277035
0.7702716,0.6096029,-0.7353984,0.41941914,0.30762237,0.803421,0.6939368,0.34337652,-0.82086235,-0.72103095,-0.6801231,0.72861546,-0.8859012,0.76975864,-0.76404417,-0.17046845,0.77680904,-0.44891885,0.19009611,0.2550868
0.7817939,0.6312417,-0.7463754,0.39941847,0.32672498,0.73333824,0.6811052,0.5043109,-0.79725313,-0.6998674,-0.6936598,0.7485323,-0.9019389,0.76397127,-0.75031984,-0.18437268,0.78398067,-0.39776137,0.21026462,0.20627518
0.8108384,0.6349579,-0.76710176,0.32933143,0.36045223,0.7494842,0.633013,0.6019475,-0.76619345,-0.6936155,-0.68405104,0.8022039,-0.85947305,0.7416363,-0.71672684,-0.17741892,0.73285574,-0.3600564,0.21519881,0.04902138
0.8022744,0.6120849,-0.75789654,0.30009344,0.33459103,0.7876853,0.64847535,0.5478061,-0.79370105,-0.6838442,-0.6446902,0.77892554,-0.8309646,0.71647006,-0.71861315,-0.1863731,0.74504435,-0.3919774,0.18267798,0.02757832
0.7882841,0.6129083,-0.7509228,0.3817039,0.32613015,0.8021656,0.6770659,0.5135917,-0.812966,-0.70470065,-0.6521524,0.74830824,-0.8346515,0.74390215,-0.7356934,-0.15450607,0.7657232,-0.42767787,0.20208228,0.14041689
0.7967159,0.6435064,-0.765368,0.4019503,0.35346773,0.7422021,0.66466326,0.5833506,-0.7847165,-0.70102775,-0.6541844,0.77330995,-0.80711246,0.75233257,-0.730672,-0.111724965,0.763539,-0.39165124,0.24510235,0.1677879
0.7864447,0.6365946,-0.753197,0.4012931,0.37609768,0.7062432,0.6506387,0.58310246,-0.7581409,-0.6845893,-0.56640214,0.7776013,-0.59688526,0.72622526,-0.7077931,-0.1498135,0.74377847,-0.37979782,0.27673164,0.13162276
0.7934965,0.6475784,-0.76074743,0.39870167,0.37966734,0.71074,0.66139805,0.6198821,-0.77352154,-0.69725376,-0.61618054,0.7710641,-0.6324381,0.7401903,-0.7128746,-0.16056348,0.7564247,-0.38177502,0.2666186,0.13055442
0.81730807,0.6386233,-0.65389085,0.41155803,0.41646007,0.75193113,0.6143255,0.6562354,-0.77271056,-0.682247,-0.5180255,0.8066488,-0.79848653,0.6712237,-0.6495926,-0.25393045,0.69833314,-0.37156639,0.2570408,0.07088314
0.8169557,0.6275348,-0.78921324,0.32109687,0.37422195,0.8334572,0.69566363,0.5203462,-0.81822795,-0.69081026,-0.7505434,0.7821481,-0.90953666,0.7477287,-0.7467595,-0.18526265,0.7722983,-0.43249196,0.15203205,0.13285176
0.7987309,0.65113103,-0.77405304,0.39263192,0.3619056,0.74216014,0.66357934,0.6037014,-0.7811442,-0.7106519,-0.6864556,0.7657115,-0.90056294,0.7566303,-0.7384827,-0.095790274,0.78193116,-0.38470188,0.2413869,0.16616379
0.80545676,0.6425706,-0.7708804,0.3409869,0.36024812,0.7839661,0.67055017,0.5472598,-0.7992289,-0.70097005,-0.69816595,0.775019,-0.8838551,0.75706536,-0.7480856,-0.2186744,0.7777129,-0.41001755,0.20545879,0.12304115
0.7805441,0.62108994,-0.74716735,0.40590027,0.32835764,0.7872107,0.6817303,0.42868596,-0.80210346,-0.71545255,-0.6772188,0.74167377,-0.88788235,0.7600423,-0.75814486,-0.13894042,0.7770007,-0.43694803,0.21810201,0.2102035
0.78735065,0.6407176,-0.74879,0.40860564,0.32581908,0.7330208,0.68525434,0.46371818,-0.79096013,-0.69710135,-0.6947213,0.7570795,-0.8999466,0.765901,-0.7530232,-0.14379355,0.77477765,-0.40542006,0.21349357,0.21423712
0.7998607,0.64376134,-0.75876844,0.3595751,0.36354342,0.72519857,0.65181667,0.5874562,-0.7686721,-0.6986341,-0.6810887,0.78134584,-0.8486445,0.7488373,-0.7270441,-0.14427166,0.75473106,-0.3791824,0.23889582,0.11375781
0.7924063,0.5894587,-0.7401569,0.23566264,0.31426138,0.76207757,0.6140861,0.5335356,-0.7721422,-0.6690873,-0.5860851,0.7769322,-0.78362536,0.6603248,-0.66845804,-0.17365979,0.7164754,-0.36945796,0.17602551,-0.0031902825
0.79223263,0.61702096,-0.75766736,0.388629,0.32577825,0.81408453,0.687399,0.4451665,-0.82022756,-0.7181454,-0.6887567,0.7440068,-0.87837213,0.7558023,-0.74522245,-0.14530212,0.7699761,-0.44422507,0.18155105,0.1951655
0.8019833,0.6511525,-0.7774498,0.39565945,0.361568,0.76359344,0.6722297,0.58219945,-0.79131764,-0.71035486,-0.69990665,0.76509094,-0.898155,0.7645171,-0.744871,-0.12311397,0.7856942,-0.39589104,0.22514312,0.15821521
0.80870616,0.6300363,-0.76882136,0.30314544,0.34438917,0.782934,0.6603665,0.5311433,-0.79649913,-0.6869926,-0.71233046,0.7812349,-0.8995147,0.74039394,-0.7352097,-0.22535121,0.7660117,-0.38789752,0.17783417,0.10256003
0.77912956,0.62288594,-0.7479385,0.39999267,0.33004516,0.78180283,0.68352383,0.44087374,-0.8003245,-0.7202157,-0.6768298,0.7377778,-0.89024484,0.75809985,-0.75702035,-0.13516414,0.78198266,-0.4367135,0.22021666,0.20030658
0.7531256,0.61581856,-0.69633126,0.4135017,0.29890677,0.7050994,0.6784268,0.28566968,-0.78432775,-0.6911784,-0.64684874,0.7302154,-0.8545201,0.75458145,-0.7504271,-0.14184898,0.7536842,-0.42355788,0.21089257,0.25260064
0.7870181,0.6507218,-0.7546546,0.4145136,0.3714413,0.7371715,0.6805769,0.54479724,-0.78720015,-0.717408,-0.6804283,0.74992067,-0.876548,0.76815516,-0.7581108,-0.100798264,0.7813929,-0.41512886,0.24341103,0.18194404
0.7837526,0.63498294,-0.7448853,0.386591,0.36071855,0.7094147,0.6540806,0.55762756,-0.7559462,-0.6970198,-0.6457199,0.76239306,-0.8491816,0.7438522,-0.73242307,-0.097858295,0.76109344,-0.38509592,0.25665572,0.14654215
0.82790345,0.6615062,-0.7897223,0.39273912,0.382537,0.7684015,0.6862007,0.58672225,-0.79719853,-0.6948115,-0.74434114,0.8009451,-0.9142362,0.7819996,-0.76006323,-0.17210183,0.7734256,-0.39503407,0.2112679,0.12542443
0.8084486,0.61698854,-0.78066593,0.32268077,0.35983312,0.8333005,0.6943506,0.5046118,-0.81662744,-0.6907915,-0.74486023,0.7739801,-0.90866405,0.74891895,-0.75093037,-0.18952002,0.7727251,-0.4254821,0.14745995,0.123970985
0.8109083,0.662437,-0.78724414,0.40216416,0.3809052,0.7782153,0.6840235,0.58104324,-0.7995423,-0.7133871,-0.7260056,0.7751125,-0.91297174,0.7788007,-0.7578938,-0.1483769,0.7896248,-0.40199593,0.21890467,0.14654233
0.8167088,0.6517095,-0.78209573,0.3378309,0.36757928,0.79433364,0.68004537,0.5511489,-0.8044989,-0.6993264,-0.7321416,0.78674537,-0.9127052,0.768604,-0.7589016,-0.23737921,0.7815938,-0.40715003,0.19503696,0.12574434
0.7818072,0.6142471,-0.74259937,0.4006755,0.3096762,0.8046915,0.6909239,0.3647397,-0.81425554,-0.71429294,-0.6865212,0.7399926,-0.8898576,0.76757556,-0.76609176,-0.17929013,0.7749355,-0.4487422,0.19369058,0.22200248
0.7872589,0.6404996,-0.752418,0.40130064,0.34362963,0.7276356,0.6802518,0.5470216,-0.7979141,-0.7114004,-0.68608826,0.7497003,-0.88999236,0.7638927,-0.74842274,-0.1373831,0.7825946,-0.40590882,0.22809534,0.18663216
0.82139957,0.64957887,-0.78328687,0.30834934,0.399282,0.7992731,0.6768731,0.55105734,-0.7961895,-0.69363177,-0.7399586,0.79473615,-0.89800227,0.76097757,-0.7533924,-0.20018183,0.76638484,-0.41089076,0.1922262,0.06331389
0.7942756,0.6412585,-0.7831313,0.4301039,0.36416236,0.81074685,0.6986145,0.5138186,-0.8157579,-0.73480624,-0.71880573,0.74819857,-0.90715957,0.77146333,-0.7604992,-0.05082007,0.78508365,-0.44114462,0.20326234,0.1960391
0.81746054,0.65923804,-0.7827368,0.35509932,0.3650597,0.7510574,0.6621122,0.5912246,-0.78317225,-0.69623846,-0.7105305,0.7898284,-0.896845,0.75870943,-0.733793,-0.1696736,0.7688134,-0.37576085,0.21358144,0.12605362
0.8072194,0.64368296,-0.7746801,0.35084042,0.3614783,0.7987266,0.6850494,0.538943,-0.80835927,-0.70576394,-0.7219582,0.772232,-0.9094352,0.766282,-0.75867575,-0.23360471,0.7890381,-0.41423,0.19671443,0.14373468
0.7744202,0.6173619,-0.7411184,0.41284817,0.31661204,0.7889777,0.6891831,0.3705293,-0.81310666,-0.7255172,-0.67650163,0.7259423,-0.8871629,0.76413167,-0.7592194,-0.12820353,0.7739043,-0.4445261,0.19945568,0.22909525
0.79573655,0.6446867,-0.76282936,0.40033683,0.3520879,0.74358344,0.67910427,0.56321675,-0.7973761,-0.71172065,-0.69158673,0.759907,-0.88789827,0.7666764,-0.7513302,-0.14298886,0.78175914,-0.4054883,0.23163293,0.17138048
0.8040294,0.6425427,-0.7608472,0.33315438,0.37168136,0.7550777,0.6519202,0.55312014,-0.7719962,-0.6935594,-0.6807169,0.78525543,-0.85921246,0.7487878,-0.7366427,-0.16123989,0.7502057,-0.3932253,0.22213404,0.06886332
0.76193523,0.6070405,-0.72174704,0.35325214,0.3433899,0.7117052,0.6290094,0.48288256,-0.7357191,-0.6721764,-0.50501233,0.76223546,-0.5473137,0.6786376,-0.6938932,-0.18335146,0.72875804,-0.38967744,0.2644764,0.106918
0.71234643,0.62761986,-0.6828223,0.4416506,0.3579325,0.71635413,0.699471,0.2390656,-0.7621078,-0.69933546,-0.6926364,0.7272482,-0.8969568,0.77838755,-0.77653396,-0.11039125,0.75134635,-0.46767408,0.20307712,0.28499827
0.7106396,0.65583426,-0.76882243,0.46915278,0.43139502,0.8280647,0.71676725,0.3840034,-0.75713545,-0.7229737,-0.7454338,0.7594905,-0.9084283,0.8040429,-0.8016777,-0.037569102,0.772293,-0.5047903,0.20952953,0.21765062
0.7177565,0.610833,-0.70493937,0.44067287,0.2928991,0.796552,0.7088984,0.059966397,-0.79121745,-0.71638626,-0.68258446,0.7169767,-0.88980395,0.7736083,-0.779737,-0.12648587,0.75530845,-0.48259446,0.17850903,0.32492754
0.80779517,0.669444,-0.7905465,0.42909753,0.4231793,0.80380166,0.6935812,0.529997,-0.79986596,-0.7117183,-0.74965566,0.78746367,-0.9160441,0.80310243,-0.78722703,-0.100637406,0.77325433,-0.4591971,0.21462649,0.1877511
0.7008643,0.5893999,-0.6828247,0.42851698,0.25784734,0.7888527,0.70097184,-0.0024115162,-0.8024615,-0.70731163,-0.662582,0.70443857,-0.8840804,0.7674661,-0.77328473,-0.17287087,0.7591308,-0.4668121,0.16981149,0.3419761
0.7337329,0.6476462,-0.69394445,0.45462185,0.3810195,0.7292883,0.71720076,0.26963142,-0.79265934,-0.70080614,-0.71175146,0.75038123,-0.9030988,0.7925953,-0.79363376,-0.097480714,0.75469166,-0.4845037,0.2166122,0.26781967
0.7330592,0.6097488,-0.7309855,0.44068208,0.32267013,0.8335092,0.7184089,0.1965992,-0.78933,-0.7137643,-0.7054982,0.73072606,-0.89761263,0.78470576,-0.78567094,-0.13792449,0.771737,-0.48617336,0.17380892,0.28475562
0.7892094,0.66794175,-0.7631969,0.43387288,0.386992,0.75169873,0.6918724,0.4888896,-0.7885589,-0.71931344,-0.71303356,0.76214784,-0.9105437,0.7828291,-0.7740095,-0.02983853,0.76962626,-0.43901053,0.23727159,0.21426408
0.7541422,0.6115309,-0.7345646,0.4275636,0.31932715,0.83186734,0.70929027,0.22618525,-0.80690557,-0.7168132,-0.70471585,0.73737156,-0.89794385,0.7859554,-0.7841171,-0.18347181,0.7747599,-0.47725877,0.1679484,0.27721033
0.7110578,0.61069626,-0.65166545,0.4220301,0.29449087,0.66202414,0.7032973,0.06685795,-0.789342,-0.69011974,-0.6677458,0.71564454,-0.88882303,0.7633186,-0.76821244,-0.15872227,0.7499054,-0.45606345,0.18245843,0.3317807
0.75515276,0.65216404,-0.74128026,0.44986045,0.39687935,0.78438044,0.7111635,0.35878515,-0.7767394,-0.7032685,-0.7308509,0.76270425,-0.9078412,0.79840356,-0.79357314,-0.10753598,0.7673676,-0.4770146,0.2105734,0.23298226
0.73343915,0.6108369,-0.7410342,0.43985417,0.3339413,0.8473803,0.7150713,0.23645347,-0.77789384,-0.7130848,-0.7146642,0.7371807,-0.8990132,0.7901489,-0.78828764,-0.14828062,0.77173257,-0.48720026,0.1664701,0.27115592
0.7069961,0.627309,-0.68867123,0.44269547,0.33480567,0.7327629,0.69271135,0.17389263,-0.7664253,-0.7130512,-0.6726898,0.7135422,-0.89122015,0.7668724,-0.7707689,-0.058167037,0.74623,-0.4661961,0.21681716,0.29417944
0.79451185,0.65463305,-0.77922434,0.4282339,0.40955383,0.81683195,0.7127487,0.46977514,-0.80493754,-0.7107022,-0.7503319,0.77740645,-0.9158413,0.80399245,-0.7898452,-0.14367989,0.7763446,-0.46895617,0.19500828,0.21258186
0.7085032,0.5967315,-0.6943587,0.4327595,0.25796443,0.8035414,0.69951355,-0.005166738,-0.7989624,-0.70937234,-0.6711496,0.7100106,-0.88484406,0.77004457,-0.77839905,-0.16127442,0.7544223,-0.47760582,0.16847987,0.3408939
0.70897305,0.62050647,-0.6585535,0.44571102,0.347107,0.6957459,0.7009811,0.19352157,-0.7798262,-0.71405977,-0.6689604,0.7105843,-0.8903248,0.76898295,-0.77338374,-0.07062751,0.74556786,-0.48206982,0.21582651,0.30931556
0.8199052,0.66325593,-0.79012287,0.38293138,0.4068897,0.8029674,0.6905668,0.52863544,-0.8008037,-0.698494,-0.75116116,0.7936206,-0.9151547,0.79782563,-0.78101414,-0.18430172,0.77654034,-0.44274673,0.19943304,0.1648963
0.7064586,0.600609,-0.65269583,0.4209514,0.26162097,0.69716054,0.69708294,0.028731557,-0.78653,-0.67503345,-0.67218643,0.7275177,-0.8875294,0.7683962,-0.77069396,-0.19939464,0.745116,-0.44298705,0.16631822,0.33750752
0.71181226,0.65801483,-0.7709382,0.45291206,0.434279,0.81611335,0.72038966,0.41461405,-0.7617647,-0.7089774,-0.7563533,0.77217066,-0.9133715,0.80674505,-0.80008703,-0.08006518,0.775136,-0.49092254,0.20178843,0.20201193
0.71947086,0.61888444,-0.72256887,0.44011948,0.31502366,0.79826015,0.7016306,0.15982494,-0.784266,-0.72141546,-0.685338,0.7177533,-0.8921698,0.7689588,-0.77143997,-0.08392165,0.7630622,-0.46966097,0.19263521,0.2898935
0.8017169,0.66409,-0.778402,0.41678593,0.4021061,0.794142,0.70396006,0.4703303,-0.7944485,-0.702542,-0.74648255,0.7820575,-0.91603285,0.80006427,-0.785215,-0.14804332,0.773765,-0.45101064,0.20287497,0.19973081
0.71619123,0.58095217,-0.6981839,0.41476265,0.22787616,0.8089819,0.6876207,0.05553324,-0.8149412,-0.706223,-0.6633047,0.7078399,-0.88208085,0.76331836,-0.76737154,-0.18954904,0.7612514,-0.44557875,0.15741819,0.32132572
0.76898634,0.65407276,-0.7472829,0.43809736,0.39407185,0.77354944,0.7183295,0.39486858,-0.7972013,-0.69287115,-0.74486643,0.7760354,-0.91322887,0.80190355,-0.79360676,-0.15660189,0.7722018,-0.46011475,0.19857638,0.2159244
0.7014304,0.6142447,-0.73890185,0.44539723,0.33620828,0.84836733,0.7115865,0.17490204,-0.77895015,-0.7236232,-0.7035165,0.7274847,-0.89723116,0.78652906,-0.7865366,-0.11950653,0.77500284,-0.49970174,0.17503746,0.287139
0.8060703,0.6758509,-0.7798538,0.4277828,0.4082557,0.77406764,0.6993802,0.50428087,-0.79625,-0.70994276,-0.7351766,0.78258175,-0.91517013,0.7958104,-0.7821864,-0.07348468,0.76971424,-0.44372886,0.2259471,0.19592044
0.72962826,0.5890476,-0.70265794,0.42181674,0.25742707,0.81343365,0.70264846,0.08176481,-0.8133383,-0.7101932,-0.67332035,0.71406317,-0.88676167,0.7722676,-0.776221,-0.1977201,0.76687217,-0.459128,0.16277817,0.3192321
0.73480767,0.6105085,-0.69237137,0.42219895,0.32621217,0.72179925,0.7056465,0.26681015,-0.80018663,-0.7031022,-0.68634623,0.72368914,-0.8968363,0.77245337,-0.7694433,-0.15904027,0.7715897,-0.45438322,0.1906229,0.29052117
0.7703642,0.65179974,-0.7896303,0.42656773,0.42423967,0.8388198,0.71660197,0.5121829,-0.7905549,-0.71168935,-0.7635957,0.78030354,-0.9159893,0.80426097,-0.79337937,-0.1397876,0.78287405,-0.47619277,0.18977977,0.16431542
0.714953,0.61405617,-0.6935233,0.43316203,0.3035957,0.7573359,0.6987618,0.12593351,-0.78981555,-0.71358997,-0.6717474,0.7108191,-0.8889669,0.7627414,-0.7668378,-0.099459946,0.7567448,-0.46065626,0.19459373,0.30417386
0.81318885,0.65422344,-0.7881519,0.39545646,0.40850556,0.8191352,0.70154905,0.5149285,-0.80952203,-0.7004454,-0.7579103,0.7900149,-0.91846216,0.80339223,-0.78480995,-0.19475415,0.77833605,-0.4485579,0.18459994,0.1829782
0.6983513,0.5882144,-0.6565079,0.42284116,0.2436548,0.730867,0.6990949,-0.023562688,-0.7924194,-0.69606626,-0.655365,0.70486945,-0.8817992,0.7601712,-0.76736885,-0.17483087,0.7496779,-0.454072,0.16957581,0.3473014
