0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.3609097,0.5866937,-0.79066765,0.50276846,0.79215854,0.23598652,-0.30236092,-0.62075114,0.058320526,0.57770836,0.18822613,0.1059838,-0.27708152,0.81056523,-0.38919476
0.35187516,0.59879607,-0.7895624,0.49617237,0.7926057,0.23211719,-0.29390883,-0.6162899,0.06637042,0.5713474,0.19609612,0.09930489,-0.29712054,0.81179506,-0.38620082
0.34651053,0.6001874,-0.78840953,0.49513492,0.79330206,0.22784323,-0.29226416,-0.6116626,0.064205125,0.5664367,0.18900198,0.09604577,-0.3146783,0.812142,-0.38282633
0.32742953,0.5956991,-0.7831099,0.49507454,0.7904566,0.22020672,-0.28815186,-0.5990667,0.06421062,0.5552553,0.17552789,0.083419845,-0.3342399,0.8092813,-0.37319374
0.3115061,0.5885916,-0.777793,0.4938073,0.78636503,0.21630627,-0.28533667,-0.5894083,0.063097596,0.54952997,0.15852983,0.07261129,-0.3476262,0.80387354,-0.36761764
0.3156562,0.5889405,-0.77936864,0.49457315,0.7876207,0.21693523,-0.28558302,-0.59142697,0.06205491,0.55059314,0.1605995,0.075400926,-0.3444971,0.80546755,-0.36878794
0.31113887,0.590329,-0.77833784,0.48921508,0.7869137,0.21740578,-0.28190693,-0.5910962,0.065209724,0.5517848,0.1648722,0.074167825,-0.35083932,0.8046765,-0.3703844
0.3023106,0.5874844,-0.7758824,0.48662457,0.7852239,0.21499977,-0.2800884,-0.58628297,0.064658,0.5482735,0.16002011,0.071047254,-0.35737485,0.8028196,-0.36776802
0.3068408,0.5870149,-0.7765114,0.4901748,0.78573006,0.21522969,-0.28341076,-0.5873284,0.06182117,0.5492332,0.15667397,0.07183052,-0.35436046,0.80297387,-0.36758983
0.31229708,0.58832276,-0.77792186,0.49121898,0.78642005,0.21747659,-0.28455952,-0.59075963,0.06302353,0.55197656,0.16132794,0.07407261,-0.3483569,0.8038731,-0.36971802
0.31232166,0.588877,-0.7781903,0.4903695,0.7867331,0.2173846,-0.28417352,-0.59086466,0.06261655,0.55161214,0.16292751,0.07535087,-0.34853452,0.80431265,-0.36991638
0.30957073,0.5891358,-0.77792156,0.48911577,0.78649867,0.21710174,-0.28239825,-0.5902059,0.06416646,0.55102015,0.1634518,0.07419886,-0.35044977,0.80419225,-0.3697302
0.3011903,0.58594793,-0.7752151,0.4828639,0.78429914,0.21652898,-0.2787229,-0.58653766,0.06412703,0.5496523,0.16211897,0.07245049,-0.35728773,0.8015228,-0.36967415
0.29095045,0.5823638,-0.7720775,0.48118258,0.78230613,0.2127083,-0.27858868,-0.58018965,0.061711762,0.5446263,0.15410374,0.0690355,-0.36437094,0.7992524,-0.36541578
0.30677757,0.58430564,-0.7753037,0.48919395,0.78440404,0.21557811,-0.28609928,-0.5866028,0.058595944,0.54901594,0.15561141,0.07387131,-0.35041726,0.8012659,-0.3674003
0.32420903,0.60328317,-0.778708,0.4555446,0.7920042,0.22481164,-0.25387105,-0.5809363,0.087320775,0.55031455,0.14209834,0.03424192,-0.4589072,0.7998889,-0.38130972
0.18879284,0.5570231,-0.74183446,0.3861721,0.75946933,0.1870641,-0.22190993,-0.5290341,0.06922798,0.5252425,0.1071572,0.020492168,-0.45081913,0.7677395,-0.3601897
0.20465958,0.563601,-0.74912745,0.40052137,0.76444876,0.19725788,-0.22849649,-0.54318017,0.07381262,0.5309601,0.13668671,0.03600028,-0.4326454,0.7772693,-0.3642862
0.20345637,0.56659937,-0.7505408,0.3918609,0.76516575,0.20163435,-0.2248595,-0.5469932,0.07854668,0.533706,0.14852108,0.039218493,-0.4334428,0.7783967,-0.36792904
0.129665,0.5421419,-0.72826266,0.26625237,0.7425715,0.20754746,-0.17445002,-0.5144119,0.087567955,0.5295123,0.15336342,0.02127623,-0.47820187,0.74375445,-0.3780833
0.15283033,0.5484593,-0.73715025,0.3440375,0.7509708,0.19882081,-0.20162608,-0.5267838,0.084305294,0.5281086,0.14513926,0.02630878,-0.4484059,0.76327723,-0.36745504
0.110986814,0.5337739,-0.72676694,0.28438157,0.74254096,0.1944102,-0.18933071,-0.50241286,0.08020945,0.52680534,0.118820235,0.0056065554,-0.48209026,0.74222153,-0.36687583
0.17475061,0.5516736,-0.75115234,0.33627295,0.75873905,0.22208448,-0.20132133,-0.55318904,0.09387536,0.5449486,0.18311274,0.049771886,-0.41977897,0.7732442,-0.38277054
0.19884624,0.56154364,-0.74957645,0.39042038,0.76308644,0.20372501,-0.22635628,-0.5464889,0.077047035,0.5349152,0.1473139,0.04090207,-0.42970914,0.7762645,-0.36842299
0.19836187,0.5628269,-0.7490262,0.38733494,0.7629846,0.20221391,-0.22320276,-0.54556113,0.07673013,0.5333874,0.14437583,0.038636114,-0.43379828,0.77550423,-0.36834943
0.182561,0.55882,-0.74490565,0.37015006,0.75911856,0.20245297,-0.21378927,-0.53920364,0.08231859,0.5313409,0.1535929,0.03621,-0.4394174,0.77261907,-0.36886442
0.18786126,0.5593127,-0.74637556,0.38459694,0.7604717,0.20102352,-0.22115327,-0.53998876,0.079507895,0.52844447,0.14953314,0.038118206,-0.43390146,0.77471375,-0.3656715
0.19115831,0.56024563,-0.7461689,0.3786793,0.7605271,0.20236932,-0.21876957,-0.5410036,0.07927386,0.5308049,0.1521488,0.03887781,-0.435759,0.7737447,-0.3682756
0.19547085,0.5610179,-0.74664444,0.3895152,0.7620152,0.19808364,-0.22508866,-0.53965485,0.074157156,0.5287764,0.13776615,0.03570042,-0.43869174,0.77410257,-0.36477685
0.21189223,0.56713307,-0.7520148,0.40742135,0.76622313,0.20211327,-0.23194876,-0.5491739,0.076358214,0.53291607,0.14850855,0.042468883,-0.4249994,0.7806328,-0.36604518
0.21142808,0.5670767,-0.75083786,0.3912303,0.76592493,0.2038466,-0.22518149,-0.54685104,0.079982966,0.5331029,0.155714,0.04133066,-0.43645817,0.78006834,-0.3694699
0.30903992,0.5687161,-0.7715808,0.47343454,0.7786031,0.22295392,-0.2851706,-0.5894776,0.04778685,0.5591249,0.15745819,0.0838947,-0.33708143,0.793282,-0.37737766
0.30706096,0.57619923,-0.77324754,0.4632123,0.77976364,0.22611381,-0.28114197,-0.59303457,0.05524017,0.55996346,0.18032688,0.09168633,-0.33390063,0.79589444,-0.38133883
0.2682841,0.5669732,-0.76410353,0.4521099,0.7732429,0.21781091,-0.26862308,-0.5740899,0.058855366,0.545501,0.16848096,0.0770924,-0.36379215,0.7898111,-0.37166148
