0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-0.78165144,-0.71582955,0.6321618,-0.7176574,-0.7101881,0.5166523,0.63703984,-0.44451132,0.27401668,0.7448664,0.5066948,0.4043981,0.42198482,-0.77315354,-0.7656323
-0.7915748,-0.6949602,0.8509364,-0.6878312,-0.7035186,0.48731908,0.6002748,-0.7713206,0.25829414,0.5874755,0.5040429,0.43794173,0.18126012,-0.7822194,-0.6928237
-0.5601821,-0.68840986,-0.73975646,-0.80231833,-0.75065225,0.596944,0.5761717,0.75146663,0.30324695,0.6793697,0.3090813,-0.44374797,-0.7336857,-0.78434414,-0.73391855
-0.53207576,-0.64460117,-0.75153893,-0.78035146,-0.72439146,0.5842869,0.5523826,0.68314177,0.29719558,0.66711766,0.32549897,-0.4318927,-0.7060268,-0.7203184,-0.71508795
-0.54895866,-0.62518054,-0.72738457,-0.7877777,-0.7188335,0.59117174,0.56477714,0.6975757,0.31584972,0.6800996,0.27010292,-0.45419222,-0.7824285,-0.7325168,-0.72036916
-0.6175786,-0.72701997,-0.73924625,-0.81868863,-0.73842204,0.65200514,0.663987,0.84247786,0.3664926,0.752474,0.2399375,-0.5090354,-0.6704396,-0.7668808,-0.73314565
-0.6867216,-0.7628513,-0.738277,-0.8107485,-0.772218,0.60105133,0.6842841,0.76689494,0.32112873,0.762552,0.44416916,-0.2393933,0.26858273,-0.7785867,-0.7805033
-0.81964856,-0.7236395,0.87856495,-0.6753768,-0.7235583,0.4817772,0.590019,-0.8097358,0.21737587,0.7187482,0.53805774,0.803114,0.83730775,-0.71831954,-0.74229115
-0.67084795,-0.7235967,-0.6323737,-0.7551351,-0.7608486,0.53717035,0.6087735,-0.01565712,0.24835695,0.71261656,0.4673755,0.18591322,0.3536983,-0.7412011,-0.75288135
-0.80045164,-0.68716556,0.8703332,-0.6517939,-0.71251774,0.4598531,0.5672819,-0.7923868,0.2068969,0.70834327,0.50520205,0.7858695,0.8179085,-0.70253944,-0.7292364
-0.8325292,-0.7037021,0.8629155,-0.66704726,-0.68552625,0.47973663,0.63608146,-0.8169211,0.24410659,0.73206013,0.5465147,0.80764174,0.8135687,-0.7549721,-0.7397384
-0.6680892,-0.6853227,0.0070208968,-0.765971,-0.7238817,0.57428366,0.62552124,0.4411586,0.3216392,0.6621909,0.3740196,-0.27415094,-0.44621724,-0.7714973,-0.7283573
-0.660648,-0.6271436,0.36814067,-0.7062844,-0.68805635,0.53203607,0.53621304,-0.3266062,0.27814126,0.6586929,0.38802907,-0.15071122,-0.55237997,-0.7305146,-0.692861
-0.5767027,-0.67737705,-0.74269676,-0.7967806,-0.73720104,0.60339445,0.5976636,0.7370538,0.3160736,0.69822395,0.2862446,-0.40765706,-0.7151649,-0.74753255,-0.7393542
-0.6403047,-0.7479744,-0.75849485,-0.8230231,-0.7503261,0.65909046,0.6797238,0.8494247,0.3658342,0.76849407,0.25953504,-0.48140055,-0.44829682,-0.7673854,-0.7473879
-0.6563968,-0.76697433,-0.8203337,-0.82193613,-0.78722364,0.5951757,0.6654165,0.81872696,0.3032954,0.7358188,0.39122024,-0.18749145,0.073110856,-0.7970649,-0.78426594
-0.58863646,-0.70255053,-0.7619589,-0.79031485,-0.7544564,0.5831886,0.5837538,0.57073295,0.28701696,0.6975069,0.36817375,-0.23911807,-0.5006001,-0.7797672,-0.74770254
-0.6962822,-0.6895512,0.2898665,-0.76310617,-0.7120856,0.57225806,0.63496274,0.41245106,0.32661143,0.72118104,0.41992435,-0.17230576,-0.29043224,-0.7621857,-0.7564083
-0.78545386,-0.6929335,0.83911484,-0.6960975,-0.7080243,0.48083848,0.5889161,-0.7050184,0.25627157,0.649472,0.49161056,0.3821535,0.21412925,-0.7899248,-0.7068738
-0.8078831,-0.6835352,0.86183184,-0.6485124,-0.6863717,0.4717727,0.58519924,-0.79352623,0.22643049,0.67046136,0.5319553,0.77998656,0.8000381,-0.70659715,-0.7085855
-0.58863825,-0.68223995,-0.70353526,-0.79857755,-0.73555946,0.59939843,0.60014945,0.7289869,0.31969664,0.69984066,0.3049663,-0.3957735,-0.68543774,-0.75251067,-0.7396169
-0.7785097,-0.6843586,0.74062026,-0.70862603,-0.68876386,0.5555638,0.6223923,-0.52126205,0.30341133,0.742524,0.47814578,0.14647174,0.020605398,-0.7423209,-0.6792271
-0.6680085,-0.77078587,-0.80713445,-0.8211464,-0.7779379,0.6224309,0.69561756,0.85369515,0.33392957,0.76758724,0.3641118,-0.36016917,-0.016118167,-0.78059596,-0.7759025
-0.801563,-0.7041258,0.87630785,-0.6549259,-0.72323817,0.4656353,0.55464035,-0.796668,0.20243901,0.7056407,0.51621246,0.8139417,0.84041476,-0.6739707,-0.72861385
-0.58276564,-0.6768028,-0.6267744,-0.778306,-0.73237056,0.58630246,0.5921177,0.557618,0.30133313,0.6919059,0.37130553,-0.31633398,-0.5955892,-0.7605806,-0.7391139
-0.5917091,-0.69277745,-0.6536214,-0.7989809,-0.72952026,0.5975929,0.6284084,0.7577211,0.32578364,0.71809566,0.3131357,-0.4454968,-0.783343,-0.7719982,-0.7461675
-0.6084085,-0.6970386,-0.5498509,-0.7989231,-0.7443847,0.5809744,0.61726236,0.73745567,0.3157317,0.7042466,0.32202214,-0.41074637,-0.7563464,-0.7918333,-0.7407605
-0.543562,-0.67227876,-0.7302475,-0.79347664,-0.7312315,0.60151386,0.57748485,0.75315064,0.31336,0.6705491,0.31516874,-0.48373199,-0.756121,-0.76894236,-0.72850835
-0.5499664,-0.6654318,-0.7451029,-0.7897769,-0.7258788,0.60309464,0.5823276,0.73937345,0.31596538,0.67832714,0.3106133,-0.46110865,-0.7321813,-0.7418073,-0.7302479
-0.531255,-0.64047617,-0.74914974,-0.7848629,-0.72618943,0.58778334,0.55500525,0.7159145,0.30380136,0.66132164,0.28980595,-0.4449443,-0.76602477,-0.74716705,-0.72038627
-0.5946958,-0.7060704,-0.71856564,-0.80854434,-0.750686,0.6009483,0.6209013,0.786795,0.32460478,0.707611,0.3606289,-0.3875152,-0.6960183,-0.787724,-0.76367205
-0.59897876,-0.70124775,-0.54212046,-0.8025021,-0.7330899,0.61855406,0.6411281,0.81598055,0.35980943,0.6800993,0.28009263,-0.5634725,-0.8079344,-0.7680254,-0.73306906
-0.5608524,-0.681791,-0.718126,-0.7925422,-0.735096,0.60979897,0.5997215,0.7688378,0.3239891,0.66671896,0.3318246,-0.49304733,-0.6677484,-0.76156753,-0.72983605
-0.59741443,-0.69995415,-0.7373222,-0.80719286,-0.7316898,0.62744737,0.6339576,0.812814,0.34255537,0.727097,0.25451076,-0.49450514,-0.7270828,-0.7546171,-0.73025954
-0.6246868,-0.74340475,-0.74769205,-0.81852394,-0.74557173,0.6562272,0.67637825,0.8452627,0.3655848,0.7409946,0.2387191,-0.55332667,-0.5596895,-0.7623545,-0.7297638
-0.60183084,-0.7301804,-0.7837142,-0.81045383,-0.7681878,0.59689444,0.6201856,0.8014913,0.29989776,0.6993361,0.35004142,-0.32147464,-0.37690607,-0.7853962,-0.7555332
-0.5457983,-0.6676912,-0.75066483,-0.7872437,-0.72872305,0.59522605,0.5786089,0.7506861,0.30433387,0.6861563,0.30347744,-0.39703,-0.735772,-0.74568343,-0.7296903
-0.57323694,-0.6788898,-0.6898242,-0.7992648,-0.71828276,0.61240935,0.63323337,0.80333394,0.34578517,0.69959986,0.2578453,-0.54775125,-0.8357325,-0.7611958,-0.7310006
-0.60465586,-0.7208576,-0.7221758,-0.8115113,-0.74687284,0.61980766,0.65203905,0.8336596,0.33798915,0.70603234,0.24194814,-0.49633178,-0.7791276,-0.7829082,-0.725027
-0.5740487,-0.69453275,-0.7060476,-0.8034027,-0.74544626,0.6047919,0.6049579,0.8011938,0.33233938,0.67794365,0.327808,-0.50943655,-0.7284118,-0.7828858,-0.73944724
-0.59679186,-0.69617724,-0.6501014,-0.8000949,-0.72090495,0.6283132,0.64259475,0.8173197,0.35703516,0.7026288,0.23368903,-0.5340547,-0.76164013,-0.7517869,-0.70528406
-0.6232709,-0.73765236,-0.7293118,-0.81857574,-0.7394467,0.65739393,0.67347354,0.8462427,0.3720917,0.7424334,0.22829443,-0.55372006,-0.6094229,-0.7631042,-0.7174188
-0.6267942,-0.7578064,-0.81551903,-0.81744564,-0.7816475,0.60446745,0.6491001,0.8354956,0.30227804,0.73130345,0.28482372,-0.28072643,-0.24981612,-0.7750845,-0.76188827
